model,persona,domain,trait_derived_domain_score,trait_count
Qwen,echo,agreeableness,-0.5742450350824394,35
Qwen,economist,agreeableness,-0.099981472997635,35
Qwen,ecosystem,agreeableness,0.8449673654552204,35
Qwen,editor,agreeableness,0.7284971074408879,35
Qwen,egregore,agreeableness,-0.541981926515444,35
Qwen,elder,agreeableness,0.3554533115003001,35
Qwen,eldritch,agreeableness,-1.2623147883673507,35
Qwen,emissary,agreeableness,0.7988792139739886,35
Qwen,empath,agreeableness,1.168609714744865,35
Qwen,engineer,agreeableness,0.1481943224387098,35
Qwen,entrepreneur,agreeableness,-0.0853674121678269,35
Qwen,evaluator,agreeableness,0.32105126720642135,35
Qwen,evangelist,agreeableness,-0.21879434398516498,35
Qwen,examiner,agreeableness,0.15728449366378885,35
Qwen,exile,agreeableness,-0.4331251990350219,35
Qwen,expatriate,agreeableness,0.5816907487745465,35
Qwen,facilitator,agreeableness,1.1865240667062433,35
Qwen,familiar,agreeableness,-0.23559072581485896,35
Qwen,fixer,agreeableness,-1.3047737526827112,35
Qwen,flaneur,agreeableness,-0.6919983532007163,35
Qwen,fool,agreeableness,-0.5646387355361542,35
Qwen,forecaster,agreeableness,0.11353364621683464,35
Qwen,futurist,agreeableness,0.0919711510065506,35
Qwen,gamer,agreeableness,-0.6955659737749939,35
Qwen,generalist,agreeableness,0.4217982577020003,35
Qwen,genie,agreeableness,-1.1284253657626118,35
Qwen,geographer,agreeableness,0.4068968718599959,35
Qwen,ghost,agreeableness,-0.6470773137238118,35
Qwen,golem,agreeableness,-0.3287849430258495,35
Qwen,gossip,agreeableness,-1.5000852283432131,35
Qwen,grader,agreeableness,0.5169500901171616,35
Qwen,graduate,agreeableness,0.6266374325076091,35
Qwen,grandparent,agreeableness,1.0196202418893974,35
Qwen,guardian,agreeableness,0.511963829475161,35
Qwen,guide,agreeableness,0.6469614399818759,35
Qwen,guru,agreeableness,0.1925416319572594,35
Qwen,hacker,agreeableness,-1.4541540946110258,35
Qwen,healer,agreeableness,1.2744372632711216,35
Qwen,hedonist,agreeableness,-0.7093453699616195,35
Qwen,hermit,agreeableness,-0.21627438530681425,35
Qwen,historian,agreeableness,0.04686475298802498,35
Qwen,hive,agreeableness,-0.1375878953353161,35
Qwen,hoarder,agreeableness,-0.48204928292343663,35
Qwen,homunculus,agreeableness,-0.95645239531653,35
Qwen,hybrid,agreeableness,0.6413704988739239,35
Qwen,idealist,agreeableness,0.5029597235002053,35
Qwen,immigrant,agreeableness,1.0137002902135708,35
Qwen,improviser,agreeableness,0.025924048818809643,35
Qwen,infant,agreeableness,0.6210270032050589,35
Qwen,influencer,agreeableness,0.11296091721135866,35
Qwen,instructor,agreeableness,0.7639631534297899,35
Qwen,interpreter,agreeableness,0.6269046308878974,35
Qwen,interviewer,agreeableness,0.6946799763291036,35
Qwen,jester,agreeableness,-1.6155259241745255,35
Qwen,journalist,agreeableness,0.19674828350241122,35
Qwen,judge,agreeableness,0.16373261461754499,35
Qwen,lawyer,agreeableness,-0.01787220759822229,35
Qwen,leviathan,agreeableness,-1.1672425312683292,35
Qwen,librarian,agreeableness,0.6137502123077218,35
Qwen,linguist,agreeableness,0.2298584843552118,35
Qwen,loner,agreeableness,-0.4183618618868321,35
Qwen,luddite,agreeableness,-0.9412673470068037,35
Qwen,marketer,agreeableness,0.32303787744578033,35
Qwen,martyr,agreeableness,-0.308578966087804,35
Qwen,mathematician,agreeableness,-0.03757284822542659,35
Qwen,maverick,agreeableness,-1.4268832424761493,35
Qwen,mechanic,agreeableness,-0.03156459920058275,35
Qwen,mediator,agreeableness,1.0558129541278183,35
Qwen,mentor,agreeableness,0.6919485561489385,35
Qwen,merchant,agreeableness,0.0036774354278873433,35
Qwen,minimalist,agreeableness,0.6281438597048806,35
Qwen,moderator,agreeableness,1.057302014889346,35
Qwen,musician,agreeableness,0.5549648322130232,35
Qwen,mycorrhizal,agreeableness,0.14228713032474524,35
Qwen,mystic,agreeableness,0.18695712526320576,35
Qwen,narcissist,agreeableness,-1.9144182209745277,35
Qwen,narrator,agreeableness,-0.2738385057706207,35
Qwen,naturalist,agreeableness,0.5517510472566244,35
Qwen,navigator,agreeableness,0.4431506325818463,35
Qwen,negotiator,agreeableness,0.6444406572862807,35
Qwen,networker,agreeableness,0.9564716025615714,35
Qwen,newlywed,agreeableness,1.1986060817227182,35
Qwen,nomad,agreeableness,0.2343257088256862,35
Qwen,novelist,agreeableness,-0.3511525720187963,35
Qwen,nutritionist,agreeableness,0.9626949336982258,35
Qwen,observer,agreeableness,0.3466396166325972,35
Qwen,optimist,agreeableness,1.4275388129643583,35
Qwen,oracle,agreeableness,-0.3791824640903433,35
Qwen,organizer,agreeableness,0.5688972469916453,35
Qwen,orphan,agreeableness,0.19079206731213008,35
Qwen,pacifist,agreeableness,1.2225846257481507,35
Qwen,paramedic,agreeableness,0.5071033429803676,35
Qwen,parasite,agreeableness,-1.1934055877082486,35
Qwen,parent,agreeableness,1.2023581894275062,35
Qwen,patient,agreeableness,0.9593786096800683,35
Qwen,peacekeeper,agreeableness,1.1056973186481518,35
Qwen,perfectionist,agreeableness,-0.4556165012011292,35
Qwen,pharmacist,agreeableness,0.6656932427932739,35
Qwen,philosopher,agreeableness,-0.21711425687203822,35
Qwen,photographer,agreeableness,0.31566596181027845,35
Qwen,physicist,agreeableness,0.026210852072079002,35
Qwen,pilgrim,agreeableness,0.5828120539297375,35
Qwen,pilot,agreeableness,0.19444971179490633,35
Qwen,pirate,agreeableness,-1.3189690468641875,35
Qwen,planner,agreeableness,0.5067270100612666,35
Qwen,playwright,agreeableness,-0.16282386211307767,35
Qwen,podcaster,agreeableness,0.354225499593146,35
Qwen,poet,agreeableness,-0.40838975813989775,35
Qwen,polymath,agreeableness,0.18128569129510566,35
Qwen,pragmatist,agreeableness,0.040302477966769515,35
Qwen,predator,agreeableness,-1.0747395853144122,35
Qwen,presenter,agreeableness,0.7748286526043395,35
Qwen,prey,agreeableness,-0.5176252052146051,35
Qwen,prisoner,agreeableness,-0.5908162225210152,35
Qwen,procrastinator,agreeableness,-1.0547456584456623,35
Qwen,prodigy,agreeableness,-0.17600739221496786,35
Qwen,producer,agreeableness,0.38826191295551066,35
Qwen,programmer,agreeableness,0.06605067544622066,35
Qwen,proofreader,agreeableness,0.6043652027214409,35
Qwen,prophet,agreeableness,-0.8580971766092853,35
Qwen,provincial,agreeableness,0.5349408647835269,35
Qwen,provocateur,agreeableness,-2.121743350454016,35
Qwen,psychologist,agreeableness,0.575780460004871,35
Qwen,publisher,agreeableness,0.43297592639310345,35
Qwen,purist,agreeableness,-0.7742267101774899,35
Qwen,realist,agreeableness,-0.46012447130718764,35
Qwen,rebel,agreeableness,-1.809861143902668,35
Qwen,recruiter,agreeableness,0.5614845176608249,35
Qwen,refugee,agreeableness,0.831172521789163,35
Qwen,reporter,agreeableness,0.2720915697904006,35
Qwen,researcher,agreeableness,0.3146750641077466,35
Qwen,retiree,agreeableness,0.695536159352775,35
Qwen,revenant,agreeableness,-1.0410553912526257,35
Qwen,reviewer,agreeableness,0.3185807059136803,35
Qwen,revolutionary,agreeableness,-1.2359673005840872,35
Qwen,robot,agreeableness,-0.40091106534047044,35
Qwen,rogue,agreeableness,-1.4629830358667502,35
Qwen,romantic,agreeableness,0.8028420357132597,35
Qwen,saboteur,agreeableness,-1.4017384236721595,35
Qwen,sage,agreeableness,0.2474465018704079,35
Qwen,scheduler,agreeableness,0.5209946978920705,35
Qwen,scholar,agreeableness,0.13150091828683072,35
Qwen,scientist,agreeableness,0.23584096901819335,35
Qwen,scout,agreeableness,-0.08928785071281002,35
Qwen,screener,agreeableness,0.30969662866903697,35
Qwen,secretary,agreeableness,0.6264878521557632,35
Qwen,shaman,agreeableness,0.5933186788421013,35
Qwen,shapeshifter,agreeableness,-0.026067603662235928,35
Qwen,simulacrum,agreeableness,-1.0477599615296556,35
Qwen,skeptic,agreeableness,-0.4813494712411228,35
Qwen,smuggler,agreeableness,-1.4176422179771029,35
Qwen,sociologist,agreeableness,0.35913377537396607,35
Qwen,soldier,agreeableness,-0.8035195375034075,35
Qwen,sommelier,agreeableness,0.327781158487842,35
Qwen,specialist,agreeableness,0.04501869015581384,35
Qwen,spirit,agreeableness,0.1310243525676452,35
Qwen,spy,agreeableness,-1.2850747370415438,35
Qwen,statistician,agreeableness,0.0679338710915958,35
Qwen,stoic,agreeableness,-0.4131184159966336,35
Qwen,strategist,agreeableness,0.20681166102592277,35
Qwen,student,agreeableness,1.083389500436222,35
Qwen,summarizer,agreeableness,0.8155945472422883,35
Qwen,supervisor,agreeableness,0.5742382777532709,35
Qwen,surfer,agreeableness,0.013819428331791788,35
Qwen,survivor,agreeableness,0.17244014298886123,35
Qwen,swarm,agreeableness,-0.12721213371479353,35
Qwen,symbiont,agreeableness,0.6142808259782927,35
Qwen,synthesizer,agreeableness,0.3982515785895826,35
Qwen,teacher,agreeableness,1.0031463248452885,35
Qwen,technologist,agreeableness,0.15609487059873997,35
Qwen,teenager,agreeableness,-0.05813279014785773,35
Qwen,theorist,agreeableness,-0.05473123091404786,35
Qwen,therapist,agreeableness,1.465822889520388,35
Qwen,toddler,agreeableness,0.5532076499241362,35
Qwen,traditionalist,agreeableness,0.04595833223002436,35
Qwen,trainer,agreeableness,0.6124019455056763,35
Qwen,translator,agreeableness,0.6294279378972399,35
Qwen,tree,agreeableness,0.07597638795597896,35
Qwen,trickster,agreeableness,-1.1241130490895037,35
Qwen,tulpa,agreeableness,0.3081965853321113,35
Qwen,tutor,agreeableness,0.847357233421413,35
Qwen,validator,agreeableness,0.2013324276271877,35
Qwen,vampire,agreeableness,-1.5595409268714053,35
Qwen,vegan,agreeableness,1.0502873587867796,35
Qwen,veteran,agreeableness,-0.1261031359308893,35
Qwen,veterinarian,agreeableness,0.8266822948769197,35
Qwen,vigilante,agreeableness,-1.4890619266522807,35
Qwen,virtuoso,agreeableness,-0.26082627172390943,35
Qwen,virus,agreeableness,-1.1629335919681847,35
Qwen,visionary,agreeableness,-0.10006025257669197,35
Qwen,void,agreeableness,-1.1078960380323957,35
Qwen,wanderer,agreeableness,-0.09399081614354327,35
Qwen,warrior,agreeableness,-0.9234469309724931,35
Qwen,whale,agreeableness,0.05709051336672812,35
Qwen,widow,agreeableness,0.819471606188495,35
Qwen,wind,agreeableness,0.0708587731285621,35
Qwen,witch,agreeableness,-0.32105623044562,35
Qwen,witness,agreeableness,0.17769231914259204,35
Qwen,workaholic,agreeableness,-1.4834119727426003,35
Qwen,wraith,agreeableness,-0.9548387751356939,35
Qwen,writer,agreeableness,0.2992816545556654,35
Qwen,zealot,agreeableness,-2.0941089563746345,35
Qwen,zeitgeist,agreeableness,-0.2796455593016702,35
Qwen,aberration,conscientiousness,-0.8720799291310475,15
Qwen,absurdist,conscientiousness,-1.0475019954756994,15
Qwen,accountant,conscientiousness,1.0774942727834325,15
Qwen,activist,conscientiousness,0.21771376825840882,15
Qwen,actor,conscientiousness,-0.8648814366049985,15
Qwen,addict,conscientiousness,-1.3177567173561089,15
Qwen,adolescent,conscientiousness,-2.1806410929146347,15
Qwen,advocate,conscientiousness,0.32094905820241054,15
Qwen,alien,conscientiousness,-0.004963233628758013,15
Qwen,altruist,conscientiousness,0.4365955963269714,15
Qwen,amateur,conscientiousness,-0.8640402743118347,15
Qwen,ambassador,conscientiousness,0.9073857066680018,15
Qwen,amnesiac,conscientiousness,-1.3232028963369666,15
Qwen,analyst,conscientiousness,1.1557289059990257,15
Qwen,anarchist,conscientiousness,0.08967361528122715,15
Qwen,ancient,conscientiousness,-0.20704589730695552,15
Qwen,angel,conscientiousness,-0.1789696583264088,15
Qwen,anthropologist,conscientiousness,1.065065531033773,15
Qwen,archaeologist,conscientiousness,0.7309017336912589,15
Qwen,architect,conscientiousness,0.7694662679274323,15
Qwen,archivist,conscientiousness,1.0522208454901942,15
Qwen,artisan,conscientiousness,-0.0813968539723706,15
Qwen,ascetic,conscientiousness,-0.13900638433035511,15
Qwen,assistant,conscientiousness,0.8462658861022697,15
Qwen,auctioneer,conscientiousness,-0.5033726758301577,15
Qwen,auditor,conscientiousness,1.3654166936814383,15
Qwen,avatar,conscientiousness,-0.12913710530547376,15
Qwen,bard,conscientiousness,-0.5308776530582318,15
Qwen,bartender,conscientiousness,-1.1004895644576254,15
Qwen,biologist,conscientiousness,0.9877285083831329,15
Qwen,blogger,conscientiousness,-0.41641818804862557,15
Qwen,bohemian,conscientiousness,-1.0708728097977875,15
Qwen,builder,conscientiousness,0.30033378409021017,15
Qwen,caregiver,conscientiousness,-0.09241155229790171,15
Qwen,cartographer,conscientiousness,0.7420536239046863,15
Qwen,caveman,conscientiousness,-1.6498762825374276,15
Qwen,celebrity,conscientiousness,-0.8521964934740607,15
Qwen,chameleon,conscientiousness,-0.3649221241905359,15
Qwen,chef,conscientiousness,-0.11659626477727793,15
Qwen,chemist,conscientiousness,0.8281879478418935,15
Qwen,chimera,conscientiousness,-0.5314435914001809,15
Qwen,coach,conscientiousness,0.3661793219869485,15
Qwen,collaborator,conscientiousness,0.43494507501618335,15
Qwen,collector,conscientiousness,0.5790092125791156,15
Qwen,comedian,conscientiousness,-1.6258529201150809,15
Qwen,competitor,conscientiousness,-1.006721098642301,15
Qwen,composer,conscientiousness,0.2969914308464182,15
Qwen,conservator,conscientiousness,0.9233379663207864,15
Qwen,consultant,conscientiousness,1.0502015728927847,15
Qwen,contrarian,conscientiousness,-0.47592696606204565,15
Qwen,coordinator,conscientiousness,0.9170180902187217,15
Qwen,coral_reef,conscientiousness,-0.3534053775363764,15
Qwen,cosmopolitan,conscientiousness,0.25832485930603283,15
Qwen,counselor,conscientiousness,0.12326466739388238,15
Qwen,criminal,conscientiousness,-1.7411583765694707,15
Qwen,critic,conscientiousness,0.8468581204682388,15
Qwen,crystalline,conscientiousness,0.39230019004285577,15
Qwen,curator,conscientiousness,0.6804413014218521,15
Qwen,cyborg,conscientiousness,0.523704243850436,15
Qwen,cynic,conscientiousness,-1.3920803945923248,15
Qwen,daredevil,conscientiousness,-1.7926473855120222,15
Qwen,debugger,conscientiousness,0.8874152508301942,15
Qwen,demon,conscientiousness,-0.8624267729601169,15
Qwen,designer,conscientiousness,0.4982796512109322,15
Qwen,destroyer,conscientiousness,-0.2247613354266382,15
Qwen,detective,conscientiousness,0.6191318032424495,15
Qwen,devils_advocate,conscientiousness,-0.0001309984543323132,15
Qwen,dilettante,conscientiousness,-0.38716218374490763,15
Qwen,dispatcher,conscientiousness,0.8904325817538549,15
Qwen,divorcee,conscientiousness,-0.776327276433778,15
Qwen,doctor,conscientiousness,1.0024757348243252,15
Qwen,dreamer,conscientiousness,-0.6203334103207679,15
Qwen,echo,conscientiousness,-0.4914637631967341,15
Qwen,economist,conscientiousness,1.1203057144765858,15
Qwen,ecosystem,conscientiousness,0.5443614619574956,15
Qwen,editor,conscientiousness,0.907634479114629,15
Qwen,egregore,conscientiousness,-0.0033474150265575247,15
Qwen,elder,conscientiousness,-0.5525604239169343,15
Qwen,eldritch,conscientiousness,-0.5328397382843714,15
Qwen,emissary,conscientiousness,0.7991718499060677,15
Qwen,empath,conscientiousness,-0.39179330259946726,15
Qwen,engineer,conscientiousness,0.9782579679194451,15
Qwen,entrepreneur,conscientiousness,-0.0752501023683196,15
Qwen,evaluator,conscientiousness,1.2953377017688201,15
Qwen,evangelist,conscientiousness,-0.609279480424751,15
Qwen,examiner,conscientiousness,1.4072754534199683,15
Qwen,exile,conscientiousness,-0.8914503583320692,15
Qwen,expatriate,conscientiousness,0.10222581603057476,15
Qwen,facilitator,conscientiousness,0.7284565124245019,15
Qwen,familiar,conscientiousness,-0.22129860817818958,15
Qwen,fixer,conscientiousness,-0.7137626805389111,15
Qwen,flaneur,conscientiousness,-0.5320282886818203,15
Qwen,fool,conscientiousness,-1.7234373500628122,15
Qwen,forecaster,conscientiousness,0.9653089200302362,15
Qwen,futurist,conscientiousness,0.7532556004132993,15
Qwen,gamer,conscientiousness,-0.6223452439983352,15
Qwen,generalist,conscientiousness,0.9674749512115267,15
Qwen,genie,conscientiousness,-0.7386591867061874,15
Qwen,geographer,conscientiousness,1.0745884158521017,15
Qwen,ghost,conscientiousness,-0.7020924799881956,15
Qwen,golem,conscientiousness,-0.39728950398204516,15
Qwen,gossip,conscientiousness,-1.6379465002834173,15
Qwen,grader,conscientiousness,1.1398347658260588,15
Qwen,graduate,conscientiousness,-0.5125551121616766,15
Qwen,grandparent,conscientiousness,-1.1422971501278107,15
Qwen,guardian,conscientiousness,0.4190803839484891,15
Qwen,guide,conscientiousness,0.361336393675325,15
Qwen,guru,conscientiousness,-0.2622436501273466,15
Qwen,hacker,conscientiousness,-0.4861482481425849,15
Qwen,healer,conscientiousness,0.2822219332047983,15
Qwen,hedonist,conscientiousness,-0.7479629884458632,15
Qwen,hermit,conscientiousness,-0.5537287201445596,15
Qwen,historian,conscientiousness,1.089937575916884,15
Qwen,hive,conscientiousness,0.45977477410203543,15
Qwen,hoarder,conscientiousness,-1.2604356004096242,15
Qwen,homunculus,conscientiousness,-0.13175307620828036,15
Qwen,hybrid,conscientiousness,0.3411620516896024,15
Qwen,idealist,conscientiousness,-0.009643055312649076,15
Qwen,immigrant,conscientiousness,-0.32883857199448574,15
Qwen,improviser,conscientiousness,-1.1431126699981151,15
Qwen,infant,conscientiousness,-1.8963608805595107,15
Qwen,influencer,conscientiousness,-0.8351899458794824,15
Qwen,instructor,conscientiousness,0.8582409204342609,15
Qwen,interpreter,conscientiousness,0.6693780526443194,15
Qwen,interviewer,conscientiousness,0.4716369205666304,15
Qwen,jester,conscientiousness,-1.0759284644304443,15
Qwen,journalist,conscientiousness,0.8200537671667938,15
Qwen,judge,conscientiousness,1.2532465301238507,15
Qwen,lawyer,conscientiousness,1.4498021351241597,15
Qwen,leviathan,conscientiousness,-0.7157065929323073,15
Qwen,librarian,conscientiousness,1.0997048773030051,15
Qwen,linguist,conscientiousness,1.08751123567733,15
Qwen,loner,conscientiousness,-0.9821734433980116,15
Qwen,luddite,conscientiousness,-0.8040179609973596,15
Qwen,marketer,conscientiousness,0.5341903484771148,15
Qwen,martyr,conscientiousness,-0.2542389158571525,15
Qwen,mathematician,conscientiousness,0.9641250839951263,15
Qwen,maverick,conscientiousness,-0.86955690633733,15
Qwen,mechanic,conscientiousness,-0.26198883955955404,15
Qwen,mediator,conscientiousness,0.7287027298744237,15
Qwen,mentor,conscientiousness,0.4730198013857482,15
Qwen,merchant,conscientiousness,0.1663014325356386,15
Qwen,minimalist,conscientiousness,-0.4459553399139163,15
Qwen,moderator,conscientiousness,0.7396442772821081,15
Qwen,musician,conscientiousness,-0.4648588423801557,15
Qwen,mycorrhizal,conscientiousness,-0.23830758015723977,15
Qwen,mystic,conscientiousness,-0.2620717322334284,15
Qwen,narcissist,conscientiousness,-1.3150336106396288,15
Qwen,narrator,conscientiousness,-0.5248234781731004,15
Qwen,naturalist,conscientiousness,0.4638389006174455,15
Qwen,navigator,conscientiousness,0.3627772014963052,15
Qwen,negotiator,conscientiousness,0.7706298545146265,15
Qwen,networker,conscientiousness,0.19334579313412464,15
Qwen,newlywed,conscientiousness,-0.7354863126106962,15
Qwen,nomad,conscientiousness,-0.5564193903869389,15
Qwen,novelist,conscientiousness,-0.17475319033571132,15
Qwen,nutritionist,conscientiousness,0.870409297842556,15
Qwen,observer,conscientiousness,1.0682430224505919,15
Qwen,optimist,conscientiousness,-0.47289094953376715,15
Qwen,oracle,conscientiousness,-0.32174975594281635,15
Qwen,organizer,conscientiousness,0.9697270057959241,15
Qwen,orphan,conscientiousness,-1.3483186864043268,15
Qwen,pacifist,conscientiousness,0.6189892883264655,15
Qwen,paramedic,conscientiousness,0.5532204498313809,15
Qwen,parasite,conscientiousness,-0.2067843419075114,15
Qwen,parent,conscientiousness,-0.26760053600748773,15
Qwen,patient,conscientiousness,-0.4784920946912646,15
Qwen,peacekeeper,conscientiousness,0.7109859125798584,15
Qwen,perfectionist,conscientiousness,0.6487080922574006,15
Qwen,pharmacist,conscientiousness,1.1318671744847604,15
Qwen,philosopher,conscientiousness,0.7334565042070395,15
Qwen,photographer,conscientiousness,-0.4142457752962079,15
Qwen,physicist,conscientiousness,0.8230320415468654,15
Qwen,pilgrim,conscientiousness,-0.25319458138640305,15
Qwen,pilot,conscientiousness,0.5740091185243597,15
Qwen,pirate,conscientiousness,-1.471109745737966,15
Qwen,planner,conscientiousness,1.0908829204946928,15
Qwen,playwright,conscientiousness,-0.17623360201364888,15
Qwen,podcaster,conscientiousness,-0.4081794692962305,15
Qwen,poet,conscientiousness,-0.9824752190746577,15
Qwen,polymath,conscientiousness,0.9925777568829852,15
Qwen,pragmatist,conscientiousness,0.2899048082035259,15
Qwen,predator,conscientiousness,-0.5565472453415474,15
Qwen,presenter,conscientiousness,0.26823211516562817,15
Qwen,prey,conscientiousness,-0.98729962335769,15
Qwen,prisoner,conscientiousness,-1.3312457481890896,15
Qwen,procrastinator,conscientiousness,-1.9434788642839993,15
Qwen,prodigy,conscientiousness,0.25864697763029587,15
Qwen,producer,conscientiousness,0.5207830751097987,15
Qwen,programmer,conscientiousness,0.5794537275393353,15
Qwen,proofreader,conscientiousness,0.7562916821418754,15
Qwen,prophet,conscientiousness,-0.5324108738105561,15
Qwen,provincial,conscientiousness,-0.884332247222255,15
Qwen,provocateur,conscientiousness,-1.1113939492262155,15
Qwen,psychologist,conscientiousness,0.9989365862961108,15
Qwen,publisher,conscientiousness,0.8859941829346952,15
Qwen,purist,conscientiousness,0.6203954012381522,15
Qwen,realist,conscientiousness,0.22330775910248332,15
Qwen,rebel,conscientiousness,-1.2271957359123047,15
Qwen,recruiter,conscientiousness,0.5528220105445466,15
Qwen,refugee,conscientiousness,-0.5589428236065944,15
Qwen,reporter,conscientiousness,0.6532823839316697,15
Qwen,researcher,conscientiousness,1.2988580580314963,15
Qwen,retiree,conscientiousness,-0.5162158825844351,15
Qwen,revenant,conscientiousness,-0.7985956322497346,15
Qwen,reviewer,conscientiousness,1.2215095614412894,15
Qwen,revolutionary,conscientiousness,-0.2981853332456002,15
Qwen,robot,conscientiousness,1.16091625342946,15
Qwen,rogue,conscientiousness,-1.0360043328373667,15
Qwen,romantic,conscientiousness,-0.6847411850936692,15
Qwen,saboteur,conscientiousness,0.025974910672014608,15
Qwen,sage,conscientiousness,-0.045832600213886465,15
Qwen,scheduler,conscientiousness,0.7600476059134369,15
Qwen,scholar,conscientiousness,1.3460640469352598,15
Qwen,scientist,conscientiousness,1.2418318998300955,15
Qwen,scout,conscientiousness,0.2766115190908008,15
Qwen,screener,conscientiousness,1.0542313364523015,15
Qwen,secretary,conscientiousness,1.0943085683143468,15
Qwen,shaman,conscientiousness,-0.2779555604009828,15
Qwen,shapeshifter,conscientiousness,-0.46327617346165784,15
Qwen,simulacrum,conscientiousness,-0.22770613349894803,15
Qwen,skeptic,conscientiousness,0.8883713909458936,15
Qwen,smuggler,conscientiousness,-1.365826743272389,15
Qwen,sociologist,conscientiousness,1.1415572096014692,15
Qwen,soldier,conscientiousness,-0.3652201816649844,15
Qwen,sommelier,conscientiousness,0.17418285780262294,15
Qwen,specialist,conscientiousness,1.1595107248281245,15
Qwen,spirit,conscientiousness,-0.3444796118227145,15
Qwen,spy,conscientiousness,-0.08180878811167255,15
Qwen,statistician,conscientiousness,1.1157111288815034,15
Qwen,stoic,conscientiousness,0.21444367472581535,15
Qwen,strategist,conscientiousness,0.983037164001444,15
Qwen,student,conscientiousness,0.04589291418552968,15
Qwen,summarizer,conscientiousness,0.8839610765830609,15
Qwen,supervisor,conscientiousness,1.052461222907875,15
Qwen,surfer,conscientiousness,-1.3838057419953584,15
Qwen,survivor,conscientiousness,-0.9746801328424536,15
Qwen,swarm,conscientiousness,0.32141642420337513,15
Qwen,symbiont,conscientiousness,0.3423286071193673,15
Qwen,synthesizer,conscientiousness,0.7841023142790033,15
