family_id,human_construct_id,match_status,match_rationale,covered_axis_specific_markers,important_uncovered_axis_specific_markers,measurement_direction,human_construct_name,framework,domain,level,construct_definition,SAPA_scale_or_key,item_ids,item_count,library_scoring_direction,item_valid_n_min,item_valid_n_median,item_valid_n_max,pairwise_standardized_alpha,reliability_note,source_provenance,item_wording_json,overlap_with_other_proposed_human_constructs,substantial_item_overlap,candidate_universe,epistemic_status
PURE-FAM-03,HEXACO:H:X:E,PARTIAL_FAMILY_MATCH,"Expressiveness captures dramatic, rhetorical, charismatic, effusive, and theatrical presentation but not the family's poetic, mystical, or ideological content.",dramatic;rhetorical;melodramatic;theatrical;charismatic;passionate;effusive,poetic;metaphorical;mystical;spiritual;creative;libertarian,Higher Expressiveness is the proposed direction.,Expressiveness,HEXACO,Extraversion,facet,Ease and animation in emotional and interpersonal expression.,HXExpress,q_158;q_262;q_403;q_690;q_712;q_1064;q_1643;q_1730;q_1795;q_1810,10,higher values indicate named construct after released +/- key,2747,2800.0,4351,0.82904005,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://hexaco.org/scaledescriptions,"[{""item_id"":""q_158"",""item_wording"":""Am never at a loss for words.""},{""item_id"":""q_262"",""item_wording"":""Am the life of the party.""},{""item_id"":""q_403"",""item_wording"":""Bottle up my feelings.""},{""item_id"":""q_690"",""item_wording"":""Don't like to draw attention to myself.""},{""item_id"":""q_712"",""item_wording"":""Don't talk a lot.""},{""item_id"":""q_1064"",""item_wording"":""Have an intense, boisterous laugh.""},{""item_id"":""q_1643"",""item_wording"":""Say little.""},{""item_id"":""q_1730"",""item_wording"":""Speak softly.""},{""item_id"":""q_1795"",""item_wording"":""Talk a lot.""},{""item_id"":""q_1810"",""item_wording"":""Tell people about it when I'm irritated.""}]","PURE-FAM-02/MPQ:MPQ:SP:shared=1,jaccard=0.053;PURE-FAM-06/IPIP100:B5:E:shared=4,jaccard=0.154",False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-03,BFAS:BFAS:O:O,STRONG_FAMILY_MATCH,"The Openness aspect captures the family's central poetic, imaginative, aesthetic, symbolic, and unconventional content, while interpersonal performance and manipulative/affective tails remain outside it.",poetic;metaphorical;ethereal;artistic;mystical;whimsical;creative;intuitive;spiritual;improvisational,narrative;rhetorical;theatrical;charismatic;manipulative;sycophantic;fatalistic,Higher Openness is the proposed direction.,Openness,Big Five Aspects,Openness/Intellect,aspect,"Aesthetic sensitivity, imagination, fantasy, and receptivity to perceptual experience.",BFASopen,q_348;q_612;q_776;q_964;q_1389;q_1441;q_1648;q_1675;q_1682;q_1687,10,higher values indicate named construct after released +/- key,2673,2765.5,2816,0.76367872,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/BFASKeys.htm,"[{""item_id"":""q_348"",""item_wording"":""Believe in the importance of art.""},{""item_id"":""q_612"",""item_wording"":""Do not like poetry.""},{""item_id"":""q_776"",""item_wording"":""Enjoy the beauty of nature.""},{""item_id"":""q_964"",""item_wording"":""Get deeply immersed in music.""},{""item_id"":""q_1389"",""item_wording"":""Love to reflect on things.""},{""item_id"":""q_1441"",""item_wording"":""Need a creative outlet.""},{""item_id"":""q_1648"",""item_wording"":""See beauty in things that others might not notice.""},{""item_id"":""q_1675"",""item_wording"":""Seldom daydream.""},{""item_id"":""q_1682"",""item_wording"":""Seldom get lost in thought.""},{""item_id"":""q_1687"",""item_wording"":""Seldom notice emotional aspects of [visual art].""}]","PURE-FAM-03/IPIPneo:O1:IM:shared=2,jaccard=0.111;PURE-FAM-03/IPIPneo:O2:AI:shared=4,jaccard=0.250;PURE-FAM-03/MPQ:MPQ:AB:shared=4,jaccard=0.250;PURE-FAM-06/MPQ:MPQ:TR:shared=1,jaccard=0.053",True,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-04,,NO_DEFENSIBLE_MATCH,"No primary axis-specific marker evidence is present, so no human measurement counterpart is proposed.",,,,No defensible SAPA counterpart,,,none,,,,0,,,,,,,,[],,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-05,IPIPneo:A3:AL,FACET_OR_SUBCOMPONENT,"Altruism measures active concern and helping, a narrow central component of benevolent and supportive care.",benevolent;nurturing;supportive;altruistic,deferential;optimistic;chill;inspirational,Higher Altruism is the proposed direction.,Altruism,IPIP-NEO,Agreeableness,facet,Active concern for others and willingness to provide help.,NEOa3,q_90;q_146;q_298;q_1041;q_1354;q_1385;q_1420;q_1421;q_1774;q_1881,10,higher values indicate named construct after released +/- key,2453,2513.0,4065,0.85795146,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/30FacetNEO-PI-RItems.htm,"[{""item_id"":""q_90"",""item_wording"":""Am concerned about others.""},{""item_id"":""q_146"",""item_wording"":""Am indifferent to the feelings of others.""},{""item_id"":""q_298"",""item_wording"":""Anticipate the needs of others.""},{""item_id"":""q_1041"",""item_wording"":""Have a good word for everyone.""},{""item_id"":""q_1354"",""item_wording"":""Look down on others.""},{""item_id"":""q_1385"",""item_wording"":""Love to help others.""},{""item_id"":""q_1420"",""item_wording"":""Make people feel uncomfortable.""},{""item_id"":""q_1421"",""item_wording"":""Make people feel welcome.""},{""item_id"":""q_1774"",""item_wording"":""Take no time for others.""},{""item_id"":""q_1881"",""item_wording"":""Turn my back on others.""}]","PURE-FAM-02/BFAS:BFAS:A:C:shared=2,jaccard=0.111;PURE-FAM-02/IPIP100:B5:A:shared=3,jaccard=0.111;PURE-FAM-05/BFAS:BFAS:A:C:shared=2,jaccard=0.111;PURE-FAM-05/IPIP100:B5:A:shared=3,jaccard=0.111",False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-05,IPIPneo:E6:CH,FACET_OR_SUBCOMPONENT,"Cheerfulness measures the optimistic, relaxed positive-affect component without indexing nurturing or altruism.",optimistic;chill;inspirational,benevolent;nurturing;supportive;deferential;altruistic,Higher Cheerfulness is the proposed direction.,Cheerfulness,IPIP-NEO,Extraversion,facet,"Frequent positive emotion, enthusiasm, and optimism.",NEOe6,q_175;q_296;q_799;q_1043;q_1244;q_1248;q_1350;q_1371;q_1567;q_1685,10,higher values indicate named construct after released +/- key,2401,2452.5,2726,0.696545,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/30FacetNEO-PI-RItems.htm,"[{""item_id"":""q_175"",""item_wording"":""Am not easily amused.""},{""item_id"":""q_296"",""item_wording"":""Amuse my friends.""},{""item_id"":""q_799"",""item_wording"":""Express childlike joy.""},{""item_id"":""q_1043"",""item_wording"":""Have a lot of fun.""},{""item_id"":""q_1244"",""item_wording"":""Laugh aloud.""},{""item_id"":""q_1248"",""item_wording"":""Laugh my way through life.""},{""item_id"":""q_1350"",""item_wording"":""Look at the bright side of life.""},{""item_id"":""q_1371"",""item_wording"":""Love life.""},{""item_id"":""q_1567"",""item_wording"":""Radiate joy.""},{""item_id"":""q_1685"",""item_wording"":""Seldom joke around.""}]",,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-05,BFAS:BFAS:A:C,STRONG_FAMILY_MATCH,"Compassion directly represents the benevolent, nurturing, supportive, and altruistic center of the filtered family, with deference and positive affect as secondary content.",benevolent;nurturing;supportive;altruistic;inspirational,deferential;optimistic;chill,Higher Compassion is the proposed direction.,Compassion,Big Five Aspects,Agreeableness,aspect,"Emotional concern, empathy, and active care for others.",BFAScomp,q_146;q_195;q_460;q_668;q_844;q_1162;q_1307;q_1763;q_1766;q_1774,10,higher values indicate named construct after released +/- key,3914,4039.0,4129,0.87613599,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/BFASKeys.htm,"[{""item_id"":""q_146"",""item_wording"":""Am indifferent to the feelings of others.""},{""item_id"":""q_195"",""item_wording"":""Am not interested in other people's problems.""},{""item_id"":""q_460"",""item_wording"":""Can't be bothered with other's needs.""},{""item_id"":""q_668"",""item_wording"":""Don't have a soft side.""},{""item_id"":""q_844"",""item_wording"":""Feel others' emotions.""},{""item_id"":""q_1162"",""item_wording"":""Inquire about others' well-being.""},{""item_id"":""q_1307"",""item_wording"":""Like to do things for others.""},{""item_id"":""q_1763"",""item_wording"":""Sympathize with others' feelings.""},{""item_id"":""q_1766"",""item_wording"":""Take an interest in other people's lives.""},{""item_id"":""q_1774"",""item_wording"":""Take no time for others.""}]","PURE-FAM-02/BFAS:BFAS:A:C:shared=10,jaccard=1.000;PURE-FAM-02/IPIP100:B5:A:shared=5,jaccard=0.200;PURE-FAM-05/IPIPneo:A3:AL:shared=2,jaccard=0.111;PURE-FAM-05/IPIP100:B5:A:shared=5,jaccard=0.200",True,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-05,IPIP100:B5:A,STRONG_FAMILY_MATCH,"Broad Agreeableness covers prosocial care, support, altruism, and deference, while optimism and relaxed positive affect are not specific to the domain.",benevolent;nurturing;supportive;deferential;altruistic,optimistic;chill;inspirational,Higher Agreeableness is the proposed direction.,Agreeableness,Big Five,Agreeableness,domain,"Compassionate, cooperative, trusting, and considerate interpersonal orientation.",IPIP100agree,q_140;q_146;q_150;q_195;q_200;q_217;q_838;q_844;q_1041;q_1053;q_1162;q_1163;q_1206;q_1364;q_1385;q_1419;q_1705;q_1763;q_1792;q_1832,20,higher values indicate named construct after released +/- key,2561,4033.0,4157,0.91007102,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/newBigFive5broadKey.htm,"[{""item_id"":""q_140"",""item_wording"":""Am hard to get to know.""},{""item_id"":""q_146"",""item_wording"":""Am indifferent to the feelings of others.""},{""item_id"":""q_150"",""item_wording"":""Am interested in people.""},{""item_id"":""q_195"",""item_wording"":""Am not interested in other people's problems.""},{""item_id"":""q_200"",""item_wording"":""Am not really interested in others.""},{""item_id"":""q_217"",""item_wording"":""Am on good terms with nearly everyone.""},{""item_id"":""q_838"",""item_wording"":""Feel little concern for others.""},{""item_id"":""q_844"",""item_wording"":""Feel others' emotions.""},{""item_id"":""q_1041"",""item_wording"":""Have a good word for everyone.""},{""item_id"":""q_1053"",""item_wording"":""Have a soft heart.""},{""item_id"":""q_1162"",""item_wording"":""Inquire about others' well-being.""},{""item_id"":""q_1163"",""item_wording"":""Insult people.""},{""item_id"":""q_1206"",""item_wording"":""Know how to comfort others.""},{""item_id"":""q_1364"",""item_wording"":""Love children.""},{""item_id"":""q_1385"",""item_wording"":""Love to help others.""},{""item_id"":""q_1419"",""item_wording"":""Make people feel at ease.""},{""item_id"":""q_1705"",""item_wording"":""Show my gratitude.""},{""item_id"":""q_1763"",""item_wording"":""Sympathize with others' feelings.""},{""item_id"":""q_1792"",""item_wording"":""Take time out for others.""},{""item_id"":""q_1832"",""item_wording"":""Think of others first.""}]","PURE-FAM-02/BFAS:BFAS:A:C:shared=5,jaccard=0.200;PURE-FAM-02/IPIP100:B5:A:shared=20,jaccard=1.000;PURE-FAM-05/IPIPneo:A3:AL:shared=3,jaccard=0.111;PURE-FAM-05/BFAS:BFAS:A:C:shared=5,jaccard=0.200",True,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-06,BFAS:BFAS:O:I,PARTIAL_FAMILY_MATCH,"Intellect captures theoretical, abstract, conceptual, and erudite thought but not introversion, ritual, reverence, or solemnity.",theoretical;abstract;conceptual;erudite;pensive,introverted;ritualistic;reverent;principled;solemn,Higher Intellect is the proposed direction.,Intellect,Big Five Aspects,Openness/Intellect,aspect,"Interest and confidence in abstract ideas, reasoning, and complex information.",BFASintel,q_240;q_316;q_322;q_422;q_946;q_1050;q_1088;q_1253;q_1327;q_1834,10,higher values indicate named construct after released +/- key,2794,4361.5,4466,0.83826988,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/BFASKeys.htm,"[{""item_id"":""q_240"",""item_wording"":""Am quick to understand things.""},{""item_id"":""q_316"",""item_wording"":""Avoid difficult reading material.""},{""item_id"":""q_322"",""item_wording"":""Avoid philosophical discussions.""},{""item_id"":""q_422"",""item_wording"":""Can handle a lot of information.""},{""item_id"":""q_946"",""item_wording"":""Formulate ideas clearly.""},{""item_id"":""q_1050"",""item_wording"":""Have a rich vocabulary.""},{""item_id"":""q_1088"",""item_wording"":""Have difficulty understanding abstract ideas.""},{""item_id"":""q_1253"",""item_wording"":""Learn things slowly.""},{""item_id"":""q_1327"",""item_wording"":""Like to solve complex problems.""},{""item_id"":""q_1834"",""item_wording"":""Think quickly.""}]","PURE-FAM-11/HEXACO:H:O:I:shared=2,jaccard=0.111;PURE-FAM-12/BFAS:BFAS:O:I:shared=10,jaccard=1.000",True,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-06,IPIP100:B5:E,PARTIAL_FAMILY_MATCH,"Low Extraversion represents the introverted and inward pole, but does not measure abstract theory, ritual, reverence, or principle.",introverted;pensive;solemn,ritualistic;theoretical;abstract;reverent;conceptual;principled;erudite,Lower Extraversion is the proposed direction.,Extraversion,Big Five,Extraversion,domain,"Sociable, energetic, expressive, active, and assertive engagement.",IPIP100extra,q_55;q_241;q_254;q_262;q_403;q_690;q_698;q_712;q_815;q_819;q_901;q_1114;q_1180;q_1205;q_1410;q_1480;q_1742;q_1768;q_1803;q_1913,20,higher values indicate named construct after released +/- key,2680,2797.5,4369,0.93948671,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/newBigFive5broadKey.htm,"[{""item_id"":""q_55"",""item_wording"":""Am a very private person.""},{""item_id"":""q_241"",""item_wording"":""Am quiet around strangers.""},{""item_id"":""q_254"",""item_wording"":""Am skilled in handling social situations.""},{""item_id"":""q_262"",""item_wording"":""Am the life of the party.""},{""item_id"":""q_403"",""item_wording"":""Bottle up my feelings.""},{""item_id"":""q_690"",""item_wording"":""Don't like to draw attention to myself.""},{""item_id"":""q_698"",""item_wording"":""Don't mind being the center of attention.""},{""item_id"":""q_712"",""item_wording"":""Don't talk a lot.""},{""item_id"":""q_815"",""item_wording"":""Feel at ease with people.""},{""item_id"":""q_819"",""item_wording"":""Feel comfortable around people.""},{""item_id"":""q_901"",""item_wording"":""Find it difficult to approach others.""},{""item_id"":""q_1114"",""item_wording"":""Have little to say.""},{""item_id"":""q_1180"",""item_wording"":""Keep in the background.""},{""item_id"":""q_1205"",""item_wording"":""Know how to captivate people.""},{""item_id"":""q_1410"",""item_wording"":""Make friends easily.""},{""item_id"":""q_1480"",""item_wording"":""Often feel uncomfortable around others.""},{""item_id"":""q_1742"",""item_wording"":""Start conversations.""},{""item_id"":""q_1768"",""item_wording"":""Take charge.""},{""item_id"":""q_1803"",""item_wording"":""Talk to a lot of different people at parties.""},{""item_id"":""q_1913"",""item_wording"":""Wait for others to lead the way.""}]","PURE-FAM-02/MPQ:MPQ:SP:shared=4,jaccard=0.154;PURE-FAM-03/HEXACO:H:X:E:shared=4,jaccard=0.154",False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-06,MPQ:MPQ:TR,PARTIAL_FAMILY_MATCH,"Traditionalism measures conventional, principled, and religiously or socially conservative orientation, approximating ritual and reverence but not abstract thought.",ritualistic;reverent;principled;solemn,introverted;pensive;theoretical;abstract;conceptual;erudite,Higher Traditionalism is the proposed direction.,Traditionalism,Multidimensional Personality Questionnaire,Constraint,primary_trait,"Endorsement of conventional morality, social propriety, and traditional institutions.",MPQtr,q_345;q_348;q_359;q_369;q_394;q_398;q_660;q_1328;q_1824;q_1825,10,higher values indicate named construct after released +/- key,2304,2446.5,2791,0.78092864,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/newMPQKey.htm,"[{""item_id"":""q_345"",""item_wording"":""Believe in one true religion.""},{""item_id"":""q_348"",""item_wording"":""Believe in the importance of art.""},{""item_id"":""q_359"",""item_wording"":""Believe that criminals should receive help rather than punishment.""},{""item_id"":""q_369"",""item_wording"":""Believe laws should be strictly enforced.""},{""item_id"":""q_394"",""item_wording"":""Believe that there is no absolute right and wrong.""},{""item_id"":""q_398"",""item_wording"":""Believe that we should be tough on crime.""},{""item_id"":""q_660"",""item_wording"":""Don't consider myself religious.""},{""item_id"":""q_1328"",""item_wording"":""Like to stand during the national anthem.""},{""item_id"":""q_1824"",""item_wording"":""Tend to vote for conservative political candidates.""},{""item_id"":""q_1825"",""item_wording"":""Tend to vote for liberal political candidates.""}]","PURE-FAM-03/IPIPneo:O2:AI:shared=1,jaccard=0.053;PURE-FAM-03/BFAS:BFAS:O:O:shared=1,jaccard=0.053;PURE-FAM-12/ITEM:q_660:shared=1,jaccard=0.100",False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-07,,NO_DEFENSIBLE_MATCH,"No primary axis-specific marker evidence is present, so no human measurement counterpart is proposed.",,,,No defensible SAPA counterpart,,,none,,,,0,,,,,,,,[],,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-08,,NO_DEFENSIBLE_MATCH,"No primary axis-specific marker evidence is present, so no human measurement counterpart is proposed.",,,,No defensible SAPA counterpart,,,none,,,,0,,,,,,,,[],,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-09,,NO_DEFENSIBLE_MATCH,"No primary axis-specific marker evidence is present, so no human measurement counterpart is proposed.",,,,No defensible SAPA counterpart,,,none,,,,0,,,,,,,,[],,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-10,,NO_DEFENSIBLE_MATCH,"No primary axis-specific marker evidence is present, so no human measurement counterpart is proposed.",,,,No defensible SAPA counterpart,,,none,,,,0,,,,,,,,[],,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-11,HEXACO:H:O:I,PARTIAL_FAMILY_MATCH,"Inquisitiveness directly measures curiosity and active information seeking, but practical and experience-based application are not central to the scale.",inquisitive;experiential,practical,Higher Inquisitiveness is the proposed direction.,Inquisitiveness,HEXACO,Openness to Experience,facet,"Curiosity about knowledge, ideas, and the natural and social world.",HOInquisite,q_151;q_316;q_651;q_670;q_761;q_923;q_1050;q_1388;q_1964;q_2011,10,higher values indicate named construct after released +/- key,2755,4330.5,4466,0.77871828,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://hexaco.org/scaledescriptions,"[{""item_id"":""q_151"",""item_wording"":""Am interested in science.""},{""item_id"":""q_316"",""item_wording"":""Avoid difficult reading material.""},{""item_id"":""q_651"",""item_wording"":""Don't [worry about] political and social problems.""},{""item_id"":""q_670"",""item_wording"":""Don't know much about history.""},{""item_id"":""q_761"",""item_wording"":""Enjoy intellectual games.""},{""item_id"":""q_923"",""item_wording"":""Find political discussions interesting.""},{""item_id"":""q_1050"",""item_wording"":""Have a rich vocabulary.""},{""item_id"":""q_1388"",""item_wording"":""Love to read challenging material.""},{""item_id"":""q_1964"",""item_wording"":""Will not probe deeply into a subject.""},{""item_id"":""q_2011"",""item_wording"":""Would love to explore strange places.""}]","PURE-FAM-06/BFAS:BFAS:O:I:shared=2,jaccard=0.111;PURE-FAM-12/BFAS:BFAS:O:I:shared=2,jaccard=0.111",False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-11,IPIPneo:O4:AD,PARTIAL_FAMILY_MATCH,Adventurousness captures willingness to seek varied direct experience but not practical reasoning or intellectual inquiry by itself.,experiential;inquisitive,practical,Higher Adventurousness is the proposed direction.,Adventurousness,IPIP-NEO,Openness to Experience,facet,"Preference for variety, novelty, and new experiences.",NEOo4,q_47;q_82;q_148;q_566;q_581;q_689;q_1303;q_1334;q_1540;q_1542,10,higher values indicate named construct after released +/- key,2401,2483.0,2568,0.81363872,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/30FacetNEO-PI-RItems.htm,"[{""item_id"":""q_47"",""item_wording"":""Am a creature of habit.""},{""item_id"":""q_82"",""item_wording"":""Am attached to conventional ways.""},{""item_id"":""q_148"",""item_wording"":""Interested in many things.""},{""item_id"":""q_566"",""item_wording"":""Dislike changes.""},{""item_id"":""q_581"",""item_wording"":""Dislike new foods.""},{""item_id"":""q_689"",""item_wording"":""Don't like the idea of change.""},{""item_id"":""q_1303"",""item_wording"":""Like to begin new things.""},{""item_id"":""q_1334"",""item_wording"":""Like to visit new places.""},{""item_id"":""q_1540"",""item_wording"":""Prefer to stick with things that I know.""},{""item_id"":""q_1542"",""item_wording"":""Prefer variety to routine.""}]",,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-12,BFAS:BFAS:C:O,FACET_OR_SUBCOMPONENT,"Orderliness captures methodical structure and organization but not factuality, quantitative reasoning, or transparency.",methodical,transparent;factual;analytical;secular;data_driven;rationalist;educational;quantitative;utilitarian;cautious;problem_solving,Higher Orderliness is the proposed direction.,Orderliness,Big Five Aspects,Conscientiousness,aspect,"Preference for organization, routine, cleanliness, and rule-governed structure.",BFASorder,q_169;q_170;q_582;q_931;q_1201;q_1255;q_1290;q_1657;q_1915;q_1917,10,higher values indicate named construct after released +/- key,2629,4336.5,4406,0.81622461,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/BFASKeys.htm,"[{""item_id"":""q_169"",""item_wording"":""Am not bothered by disorder.""},{""item_id"":""q_170"",""item_wording"":""Am not bothered by messy people.""},{""item_id"":""q_582"",""item_wording"":""Dislike routine.""},{""item_id"":""q_931"",""item_wording"":""Follow a schedule.""},{""item_id"":""q_1201"",""item_wording"":""Keep things tidy.""},{""item_id"":""q_1255"",""item_wording"":""Leave my belongings around.""},{""item_id"":""q_1290"",""item_wording"":""Like order.""},{""item_id"":""q_1657"",""item_wording"":""See that rules are observed.""},{""item_id"":""q_1915"",""item_wording"":""Want every detail taken care of.""},{""item_id"":""q_1917"",""item_wording"":""Want everything to be \""just right.\""""}]",,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-12,HEXACO:H:H:S,FACET_OR_SUBCOMPONENT,"Sincerity is a limited human analogue for transparent and non-obscuring interpersonal presentation; it does not measure clarity, analysis, or empirical reasoning.",transparent,factual;analytical;methodical;secular;data_driven;rationalist;educational;quantitative;utilitarian;cautious;problem_solving,Higher Sincerity is the proposed direction.,Sincerity,HEXACO,Honesty-Humility,facet,"Low willingness to manipulate others through flattery, deception, or strategic charm.",HHSincere,q_23;q_704;q_917;q_1276;q_1517;q_1543;q_1555;q_1762;q_1808;q_1894,10,higher values indicate named construct after released +/- key,3483,3588.5,6073,0.65117101,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://hexaco.org/scaledescriptions,"[{""item_id"":""q_23"",""item_wording"":""Act like different people in different situations.""},{""item_id"":""q_704"",""item_wording"":""Don't pretend to be more than I am.""},{""item_id"":""q_917"",""item_wording"":""Find it necessary to please the people who have power.""},{""item_id"":""q_1276"",""item_wording"":""Let people push me around to help them feel important.""},{""item_id"":""q_1517"",""item_wording"":""Play a role in order to impress people.""},{""item_id"":""q_1543"",""item_wording"":""Pretend to be concerned for others.""},{""item_id"":""q_1555"",""item_wording"":""Put on a show to impress people.""},{""item_id"":""q_1762"",""item_wording"":""Switch my loyalties when I feel like it.""},{""item_id"":""q_1808"",""item_wording"":""[Tell people...want to hear so they do what I want].""},{""item_id"":""q_1894"",""item_wording"":""Use flattery to get ahead.""}]",,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
PURE-FAM-12,IPIPneo:C6:CA,FACET_OR_SUBCOMPONENT,"Cautiousness measures deliberation and prudence, covering the cautious and methodical edge but not the family's epistemic and communicative center.",cautious;methodical,transparent;factual;analytical;secular;data_driven;rationalist;educational;quantitative;utilitarian;problem_solving,Higher Cautiousness is the proposed direction.,Cautiousness,IPIP-NEO,Conscientiousness,facet,Deliberation and consideration of consequences before action.,NEOc6,q_35;q_321;q_507;q_598;q_1173;q_1292;q_1424;q_1488;q_1638;q_1748,10,higher values indicate named construct after released +/- key,2415,2440.5,4331,0.83978208,"Pairwise-complete standardized alpha estimated here under randomized planned missingness; diagnostic, not a complete-case coefficient.",https://ipip.ori.org/30FacetNEO-PI-RItems.htm,"[{""item_id"":""q_35"",""item_wording"":""Act without thinking.""},{""item_id"":""q_321"",""item_wording"":""Avoid mistakes.""},{""item_id"":""q_507"",""item_wording"":""Choose my words with care.""},{""item_id"":""q_598"",""item_wording"":""Do crazy things.""},{""item_id"":""q_1173"",""item_wording"":""Jump into things without thinking.""},{""item_id"":""q_1292"",""item_wording"":""Like to act on a whim.""},{""item_id"":""q_1424"",""item_wording"":""Make rash decisions.""},{""item_id"":""q_1488"",""item_wording"":""Often make last-minute plans.""},{""item_id"":""q_1638"",""item_wording"":""Rush into things.""},{""item_id"":""q_1748"",""item_wording"":""Stick to my chosen path.""}]",,False,full documented 126-construct SAPA human_construct_library.csv plus item-level fallback,INTERPRETATION_OF_AVAILABLE_SAPA_MEASUREMENT; HUMAN_MODEL_EQUIVALENCE_NOT_TESTED
