consensus_family_id,opaque_role_id,role,membership_category,model_support_count,qwen_support,llama_support,gemma_support
MFamily_C,R122,influencer,core,3,True,True,True
MFamily_C,R133,loner,fringe,1,True,False,False
MFamily_C,R139,mechanic,core,3,True,True,True
MFamily_C,R143,minimalist,majority,2,True,True,False
MFamily_C,R145,musician,fringe,1,True,False,False
MFamily_C,R154,newlywed,core,3,True,True,True
MFamily_C,R155,nomad,fringe,1,True,False,False
MFamily_C,R159,optimist,core,3,True,True,True
MFamily_C,R162,orphan,core,3,True,True,True
MFamily_C,R166,parent,core,3,True,True,True
MFamily_C,R167,patient,core,3,True,True,True
MFamily_C,R172,photographer,fringe,1,True,False,False
MFamily_C,R179,podcaster,majority,2,True,True,False
MFamily_C,R186,prisoner,majority,2,True,False,True
MFamily_C,R187,procrastinator,core,3,True,True,True
MFamily_C,R193,provincial,majority,2,True,False,True
MFamily_C,R201,refugee,core,3,True,True,True
MFamily_C,R204,retiree,core,3,True,True,True
MFamily_C,R233,student,majority,2,True,True,False
MFamily_C,R236,surfer,majority,2,True,False,True
MFamily_C,R237,survivor,core,3,True,True,True
MFamily_C,R243,teenager,core,3,True,True,True
MFamily_C,R245,therapist,fringe,1,True,False,False
MFamily_C,R246,toddler,fringe,1,True,False,False
MFamily_C,R256,vegan,majority,2,True,True,False
MFamily_C,R257,veteran,fringe,1,True,False,False
MFamily_C,R267,widow,core,3,True,True,True
MFamily_D,R002,absurdist,fringe,1,True,False,False
MFamily_D,R013,amnesiac,fringe,1,False,True,False
MFamily_D,R015,anarchist,fringe,1,False,True,False
MFamily_D,R025,auctioneer,core,3,True,True,True
MFamily_D,R045,comedian,fringe,1,True,False,False
MFamily_D,R046,competitor,core,3,True,True,True
MFamily_D,R050,contrarian,majority,2,True,True,False
MFamily_D,R055,criminal,core,3,True,True,True
MFamily_D,R060,cynic,core,3,True,True,True
MFamily_D,R061,daredevil,core,3,True,True,True
MFamily_D,R065,destroyer,fringe,1,False,True,False
MFamily_D,R067,devils_advocate,fringe,1,True,False,False
MFamily_D,R091,fixer,core,3,True,True,True
MFamily_D,R096,gamer,core,3,True,True,True
MFamily_D,R102,gossip,majority,2,True,False,True
MFamily_D,R109,hacker,core,3,True,True,True
MFamily_D,R111,hedonist,majority,2,True,True,False
MFamily_D,R126,jester,fringe,1,True,False,False
MFamily_D,R133,loner,fringe,1,False,True,False
MFamily_D,R134,luddite,majority,2,True,True,False
MFamily_D,R136,martyr,fringe,1,False,True,False
MFamily_D,R138,maverick,core,3,True,True,True
MFamily_D,R148,narcissist,core,3,True,True,True
MFamily_D,R176,pirate,core,3,True,True,True
MFamily_D,R183,predator,fringe,1,False,True,False
MFamily_D,R185,prey,fringe,1,False,True,False
MFamily_D,R186,prisoner,fringe,1,False,True,False
MFamily_D,R193,provincial,fringe,1,False,True,False
MFamily_D,R194,provocateur,core,3,True,True,True
MFamily_D,R197,purist,fringe,1,False,True,False
MFamily_D,R199,rebel,core,3,True,True,True
MFamily_D,R207,revolutionary,fringe,1,False,True,False
MFamily_D,R209,rogue,core,3,True,True,True
MFamily_D,R211,saboteur,core,3,True,True,True
MFamily_D,R223,smuggler,core,3,True,True,True
MFamily_D,R225,soldier,core,3,True,True,True
MFamily_D,R229,spy,core,3,True,True,True
MFamily_D,R236,surfer,fringe,1,False,True,False
MFamily_D,R251,trickster,fringe,1,True,False,False
MFamily_D,R257,veteran,majority,2,False,True,True
MFamily_D,R259,vigilante,core,3,True,True,True
MFamily_D,R265,warrior,fringe,1,False,True,False
MFamily_D,R271,workaholic,core,3,True,True,True
MFamily_D,R274,zealot,fringe,1,False,True,False
MFamily_E,R036,caveman,majority,2,False,True,True
MFamily_E,R093,fool,fringe,1,False,False,True
MFamily_E,R121,infant,majority,2,False,True,True
MFamily_E,R246,toddler,majority,2,False,True,True
