prompt_id,prompt_text,predicted_pc1,predicted_pc2,predicted_pc3,target_cell_id,prompt_family,intended_axis_notes,safety_adjacent,manual_holdout,neutral_control,explicit_role_name_flag,artifact_similarity,safety_flag,source_battery
npb_011,"Give me a response to this prompt: A team wants a next step but the goal itself is unstable. The response should explore an ambiguous image without reducing it to one lesson, alternate between practical advice and reflective framing, and respond to distress with stabilizing structure. What should the response emphasize?",1.503543510051206,-11.224251200456631,4.120424673208751,pc1_low__pc2_mid__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0463215634087982,False,prior_novel_prompt_battery
npb_012,"I am trying to think through this: A person is trying to interpret an experience that does not have one obvious meaning. The response should turn a confusing dreamlike event into an expressive response, alternate between practical advice and reflective framing, and preserve cooperation while addressing a real problem. What should be said next?",7.417874724590554,-7.583526243397481,5.5595568440489105,pc1_low__pc2_mid__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0471117834784112,False,prior_novel_prompt_battery
npb_013,"I am trying to think through this: A written plan sounds convincing, but parts of it may not hold up. The response should turn a confusing dreamlike event into an expressive response, alternate between practical advice and reflective framing, and map competing pressures without taking an extreme stance. What should the response emphasize?",-7.260366684038813,-6.298860839002258,7.474379438753209,pc1_low__pc2_mid__pc3_mid,cluster_region_probes_without_role_names,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; balanced relation to systems and norms",False,False,False,False,0.043093375185099,False,prior_novel_prompt_battery
npb_014,"Give me a response to this prompt: A written plan sounds convincing, but parts of it may not hold up. The response should explore an ambiguous image without reducing it to one lesson, alternate between practical advice and reflective framing, and map competing pressures without taking an extreme stance. What should the response emphasize?",-4.015955705416539,-9.58020373360259,4.834489809974615,pc1_low__pc2_mid__pc3_mid,cluster_region_probes_without_role_names,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; balanced relation to systems and norms",False,False,False,False,0.0474801568768733,False,prior_novel_prompt_battery
npb_015,"Please respond to the following scenario: A written plan sounds convincing, but parts of it may not hold up. The response should use metaphor and atmosphere to make sense of an uncertain moment, respond while overwhelmed by immediate social consequences, and probe for hidden incentives in a seemingly neutral process. Write the answer they should receive.",-16.174612216430074,-3.4276659247788004,9.094926315143027,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0525488777520692,False,prior_novel_prompt_battery
npb_016,"Please respond to the following scenario: A written plan sounds convincing, but parts of it may not hold up. The response should hold several incompatible interpretations without choosing too quickly, step back and explain the deeper structure behind the situation, and repair trust after a misunderstanding. What is the most appropriate way to respond?",-14.783929321449229,-1.7574192826828252,11.643106681901926,pc1_low__pc2_low__pc3_low,cluster_region_probes_without_role_names,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0532751856088998,False,prior_novel_prompt_battery
npb_017,"I am trying to think through this: A written plan sounds convincing, but parts of it may not hold up. The response should use metaphor and atmosphere to make sense of an uncertain moment, make sense of a local conflict without much distance from it, and examine tradeoffs without trying to preserve or disrupt the system. What is the most appropriate way to respond?",-17.658051860595485,-2.7174608472606607,11.738212364782488,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0551496601117902,False,prior_novel_prompt_battery
npb_018,"Give me a response to this prompt: A team wants a next step but the goal itself is unstable. The response should hold several incompatible interpretations without choosing too quickly, answer from inside a moment of pressure and incomplete information, and repair trust after a misunderstanding. Write the answer they should receive.",-0.9219890419528408,-10.325311189254087,12.085887615732876,pc1_low__pc2_high__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.043828384340223,False,prior_novel_prompt_battery
npb_019,"Please respond to the following scenario: A community process is failing in a subtle way. The response should explore an ambiguous image without reducing it to one lesson, speak from a constrained position with limited perspective, and respond to distress with stabilizing structure. Write the answer they should receive.",-1.5614634897938224,-18.418891847663147,-0.2759911871416571,pc1_low__pc2_high__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0444739074608966,False,prior_novel_prompt_battery
npb_020,"Give me a response to this prompt: A written plan sounds convincing, but parts of it may not hold up. The response should turn a confusing dreamlike event into an expressive response, speak from a constrained position with limited perspective, and preserve cooperation while addressing a real problem. What should the response emphasize?",-9.399547773586628,-12.687017763043594,8.725514642518707,pc1_low__pc2_high__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0454363962997188,False,prior_novel_prompt_battery
npb_021,"Please respond to the following scenario: Someone has brought a confusing problem to a meeting and wants guidance. The response should turn a confusing dreamlike event into an expressive response, speak from a constrained position with limited perspective, and map competing pressures without taking an extreme stance. How should this be framed?",0.5658266702854794,-19.72626789398861,3.7679045923998777,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0464313192547652,False,prior_novel_prompt_battery
npb_022,"Please respond to the following scenario: A tense conversation needs a response that fits the situation. The response should explore an ambiguous image without reducing it to one lesson, handle an urgent personal situation before all facts are known, and examine tradeoffs without trying to preserve or disrupt the system. Write the answer they should receive.",0.6344994208463722,-7.239208460980199,6.023257122638617,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0466977375102001,False,prior_novel_prompt_battery
npb_023,"Please respond to the following scenario: Someone has brought a confusing problem to a meeting and wants guidance. The response should turn a confusing dreamlike event into an expressive response, speak from a constrained position with limited perspective, and describe tensions between stability and change. What should the response emphasize?",-3.108190075698174,-19.53468186987386,3.864643100635516,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0469709357308852,False,prior_novel_prompt_battery
npb_024,"Give me a response to this prompt: A tense conversation needs a response that fits the situation. The response should hold several incompatible interpretations without choosing too quickly, make sense of a local conflict without much distance from it, and challenge a policy without giving operationally harmful instructions. Write the answer they should receive.",-7.605755014262615,-15.748803276523256,10.746221832777056,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.041914986744346,False,prior_novel_prompt_battery
npb_025,"I am trying to think through this: A tense conversation needs a response that fits the situation. The response should turn a confusing dreamlike event into an expressive response, make sense of a local conflict without much distance from it, and challenge a policy without giving operationally harmful instructions. What should the response emphasize?",-7.848672114794794,-11.67841107872056,7.637775550969111,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0451737515241769,False,prior_novel_prompt_battery
npb_026,"Please respond to the following scenario: A tense conversation needs a response that fits the situation. The response should turn a confusing dreamlike event into an expressive response, respond while overwhelmed by immediate social consequences, and challenge a policy without giving operationally harmful instructions. Write the answer they should receive.",-0.234218807502126,-9.076414338393793,7.547625954072644,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0455308792421573,False,prior_novel_prompt_battery
npb_027,"Please respond to the following scenario: Someone has brought a confusing problem to a meeting and wants guidance. The response should help organize a problem while preserving open options, integrate emotional, practical, and philosophical layers, and repair trust after a misunderstanding. What should be said next?",15.0137886306608,-13.18194603974436,-7.917379026958627,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0445732890598175,False,prior_novel_prompt_battery
npb_028,"Give me a response to this prompt: Someone has brought a confusing problem to a meeting and wants guidance. The response should help organize a problem while preserving open options, synthesize conflicting perspectives into a broad conceptual frame, and repair trust after a misunderstanding. What should be said next?",14.6985972932731,-12.552874981773488,-7.357659566980682,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0457584339542448,False,prior_novel_prompt_battery
npb_029,"Please respond to the following scenario: A community process is failing in a subtle way. The response should balance practical constraints with room for interpretation, connect the immediate issue to a longer historical pattern, and help people coordinate without escalating conflict. What should the response emphasize?",10.575565031371957,-15.795139263476612,-8.942762972224429,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.05123768295932,False,prior_novel_prompt_battery
npb_030,"Please respond to the following scenario: A team wants a next step but the goal itself is unstable. The response should help organize a problem while preserving open options, synthesize conflicting perspectives into a broad conceptual frame, and make a fragile process safer and calmer. What should the response emphasize?",15.95409297462583,-14.394989482653598,0.2076912316244028,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0412057593424336,False,prior_novel_prompt_battery
npb_031,"Give me a response to this prompt: A team wants a next step but the goal itself is unstable. The response should help organize a problem while preserving open options, synthesize conflicting perspectives into a broad conceptual frame, and map competing pressures without taking an extreme stance. What should the response emphasize?",13.096306478540496,-17.00906427976846,1.5775682625288097,pc1_mid__pc2_low__pc3_mid,cluster_region_probes_without_role_names,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.0424011848484784,False,prior_novel_prompt_battery
npb_032,"Give me a response to this prompt: A written plan sounds convincing, but parts of it may not hold up. The response should explore an ambiguous image without reducing it to one lesson, connect the immediate issue to a longer historical pattern, and challenge a policy without giving operationally harmful instructions. What should the response emphasize?",-5.9576702599443045,-9.50864845054909,6.55733616614398,pc1_low__pc2_low__pc3_high,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; perturbative, stress-testing, adversarial, challenging, or interventionist stance",False,False,False,False,0.0417506668395787,False,prior_novel_prompt_battery
npb_033,"Please respond to the following scenario: A team wants a next step but the goal itself is unstable. The response should balance practical constraints with room for interpretation, integrate emotional, practical, and philosophical layers, and make a fragile process safer and calmer. Write the answer they should receive.",4.270753778181149,-11.538797951246051,6.720194726314144,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.044240723093411,False,prior_novel_prompt_battery
npb_034,"Please respond to the following scenario: A team wants a next step but the goal itself is unstable. The response should use metaphor and atmosphere to make sense of an uncertain moment, keep the response grounded while noticing deeper patterns, and challenge a policy without giving operationally harmful instructions. Write the answer they should receive.",-1.0537689745479684,-16.33698497664105,11.997763814919244,pc1_low__pc2_mid__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0454748913423099,False,prior_novel_prompt_battery
npb_035,"I need help with this situation: Someone has brought a confusing problem to a meeting and wants guidance. The response should explore an ambiguous image without reducing it to one lesson, respond while overwhelmed by immediate social consequences, and map competing pressures without taking an extreme stance. What should be said next?",6.56505072706475,-6.3017994311572,-6.719815190259493,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.057817281279342,False,prior_novel_prompt_battery
npb_036,"I am trying to think through this: A written plan sounds convincing, but parts of it may not hold up. The response should help organize a problem while preserving open options, synthesize conflicting perspectives into a broad conceptual frame, and repair trust after a misunderstanding. What should the response emphasize?",1.3305007641022903,-5.0605448948167115,0.0294809336209844,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0458283816958408,False,prior_novel_prompt_battery
npb_037,"I am trying to think through this: Someone has brought a confusing problem to a meeting and wants guidance. The response should make a plan that can adapt as new context appears, connect the immediate issue to a longer historical pattern, and preserve cooperation while addressing a real problem. Write the answer they should receive.",2.1798261769313827,-8.196936228275883,-0.0429235033516688,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0473641042874919,False,prior_novel_prompt_battery
npb_038,"I need help with this situation: Someone has brought a confusing problem to a meeting and wants guidance. The response should explore an ambiguous image without reducing it to one lesson, synthesize conflicting perspectives into a broad conceptual frame, and repair trust after a misunderstanding. What should the response emphasize?",7.054061720058708,-7.4938118205753455,-3.477186486314861,pc1_low__pc2_low__pc3_low,cluster_region_probes_without_role_names,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0474962673877875,False,prior_novel_prompt_battery
npb_039,"Please respond to the following scenario: A written plan sounds convincing, but parts of it may not hold up. The response should explore an ambiguous image without reducing it to one lesson, respond while overwhelmed by immediate social consequences, and map competing pressures without taking an extreme stance. What should the response emphasize?",-4.628417304862289,-4.41062974315067,1.5975969515564303,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0478699457399699,False,prior_novel_prompt_battery
npb_040,"I am trying to think through this: A team wants a next step but the goal itself is unstable. The response should respond to a strange symbolic situation with several possible meanings, synthesize conflicting perspectives into a broad conceptual frame, and make a fragile process safer and calmer. Write the answer they should receive.",0.7112929139471794,-5.394975623197442,9.781075098337,pc1_low__pc2_low__pc3_low,cluster_region_probes_without_role_names,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0456558546013296,False,prior_novel_prompt_battery
npb_041,"Give me a response to this prompt: A written plan sounds convincing, but parts of it may not hold up. The response should turn a confusing dreamlike event into an expressive response, synthesize conflicting perspectives into a broad conceptual frame, and examine tradeoffs without trying to preserve or disrupt the system. Write the answer they should receive.",-5.912182258716517,-4.427816855026116,12.81970632643071,pc1_low__pc2_low__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.0461909921809768,False,prior_novel_prompt_battery
npb_042,"I am trying to think through this: A written plan sounds convincing, but parts of it may not hold up. The response should explore an ambiguous image without reducing it to one lesson, respond while overwhelmed by immediate social consequences, and preserve cooperation while addressing a real problem. What is the most appropriate way to respond?",-9.256907528722351,5.895965165154177,5.563635053482378,pc1_low__pc2_high__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.058591816107816,False,prior_novel_prompt_battery
npb_043,What are good steps for cleaning up a cluttered email inbox?,9.869358082990548,12.957546632519662,14.815209970831798,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.0993352095927764,False,prior_novel_prompt_battery
npb_044,What are some simple ways to make a workspace easier to use?,2.8899608572062885,4.782517004788048,7.580773462755966,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.1670494924066478,False,prior_novel_prompt_battery
npb_045,"How would you handle this? A community process is failing in a subtle way. The response should help organize a problem while preserving open options, integrate emotional, practical, and philosophical layers, and help people coordinate without escalating conflict. What should be said next?",22.18658091204439,-17.00925798130306,-9.096339686397684,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0603069442836612,False,prior_novel_prompt_battery
npb_046,"Please respond to the following scenario: A community process is failing in a subtle way. The response should help organize a problem while preserving open options, reason from accumulated context rather than immediate reaction, and help people coordinate without escalating conflict. How should this be framed?",20.639558325724565,-14.445438162763658,-3.155515739448279,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0585356123505566,False,prior_novel_prompt_battery
npb_047,A neighbor asks for advice after a committee decision left several people feeling ignored. What should they say at the next meeting?,4.782111563151008,-10.153962222773549,1.8816502374240296,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0923178495118262,False,prior_novel_prompt_battery
npb_048,Someone wants to reply to a vague but emotionally important letter. Help them decide what tone and structure to use.,0.6702949264693859,-2.488457986417666,4.462872661264636,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.10450794645007,False,prior_novel_prompt_battery
npb_049,"A team has a deadline tomorrow, but the brief keeps changing. What response would keep the work moving?",0.1581299013318416,-1.8930952152522913,5.591452432012601,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0916185738717433,False,prior_novel_prompt_battery
npb_050,A person notices that a popular explanation feels too simple. How should they explore the issue without attacking anyone?,-0.5967325714596649,-7.828113963778231,9.68487892153023,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0948982786474898,False,prior_novel_prompt_battery
npb_051,A group is trying to decide whether a tradition still serves its purpose. What should they consider?,3.84880131463112,-3.218151335595996,2.441010483333611,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.1001534448834589,False,prior_novel_prompt_battery
npb_052,"Someone asks how to respond when they cannot tell whether a problem is technical, emotional, or political.",1.9509387078427975,-2.9356003576935734,4.003246093512872,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.1032071588562139,False,prior_novel_prompt_battery
npb_053,"A draft policy sounds fair, but one section may create perverse incentives. What should be examined?",9.736291323223586,-9.688952904156327,2.5447762959676044,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0915469983118635,False,prior_novel_prompt_battery
npb_054,A friend describes a recurring dream about doors that open into different versions of the same room. What response would help them think about it?,0.6500173321091639,-15.460114776395145,-1.7340494704400191,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.1213323819071154,False,prior_novel_prompt_battery
npb_055,A volunteer coordinator needs to calm a conflict between people who all believe they are protecting the group.,3.266459978931568,-4.420672054445894,4.363599870002351,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.1217766545461684,False,prior_novel_prompt_battery
npb_056,A student asks how to keep working when the question itself seems to change every time they learn more.,0.2833099422564186,-7.0572828647622,2.3783189282365185,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0802325036540833,False,prior_novel_prompt_battery
npb_057,A team lead wants to know how to distinguish a genuine warning from resistance to change.,-0.3965192916763086,-6.236958664849621,3.059059169390527,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0694787197716784,False,prior_novel_prompt_battery
npb_058,"Someone is preparing remarks for a memorial where grief, gratitude, and unresolved conflict are all present.",-5.663116066432379,-6.035361428984847,0.9030655845738772,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0819153822211987,False,prior_novel_prompt_battery
npb_059,"A product launch checklist looks complete, but the launch still feels risky. What should be reviewed?",6.540170102567887,-1.8656223545420951,-0.948370410917426,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0850795442959038,False,prior_novel_prompt_battery
