family_id,trait,gemma_value,llama_value,qwen_value,three_model_consensus_value,model_components,canonical_definition,review_decision,bridge_tier,item_count,human_measurement_support_tier,structural_support_status,supporting_item_count,exact_or_inverse_item_set_alias,max_shared_item_effect,nearest_retained_proxy,nearest_retained_proxy_absolute_r,single_item_flag,analysis_role
MFamily_B,innovative,0.67707553159,1.03589660098,0.637021149163,0.783331093909,qwen:Q06_D;llama:L09_B;gemma:G06_E,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,ACCEPT_DIRECT,primary_direct,3,MODERATE SUPPORT,MODERATE STRUCTURAL SUPPORT,3,False,0.17244038,creative,0.85698689,False,primary_A-D
MFamily_B,introspective,-0.10195862721,0.9231026898,0.820413666489,0.547185909693,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Reflects on internal processes, self-analysis, and metacognitive awareness.",ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,artistic,0.31991705,False,primary_A-D
MFamily_B,judgmental,0.521697498094,0.0903371711512,0.529509261464,0.38051464357,qwen:Q06_D;llama:L09_B;gemma:G06_E,Quick to form negative opinions and harsh assessments of others' choices.,ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,hostile,0.47457011,False,primary_A-D
MFamily_B,manipulative,0.705401931954,0.190549109377,0.855625211245,0.583858750858,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Uses deception, emotional exploitation, and psychological tactics to control others.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,hostile,0.44903857,False,primary_A-D
MFamily_B,optimistic,-0.697300749244,-0.279063940807,0.104944733222,-0.290473318943,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,pessimistic,0.65399339,False,primary_A-D
MFamily_B,pessimistic,0.645026344171,0.218472704867,0.218544099947,0.360681049662,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,optimistic,0.65399339,False,primary_A-D
MFamily_B,traditional,0.134047684342,-0.284597803108,-0.312918523793,-0.15448954752,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Values established methods, conventional wisdom, and proven approaches.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,deferential,0.55102154,False,primary_A-D
MFamily_C,adventurous,0.500875959659,-0.155889118087,0.399738023299,0.248241621623,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Encourages exploration, risk-taking, and trying new experiences. Presents exciting possibilities and unconventional approaches.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,cautious,0.54705948,False,primary_A-D
MFamily_C,altruistic,-0.592044154206,-0.323825547458,0.203522205746,-0.237449165306,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Prioritizes helping others and societal benefit over individual gain.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,empathetic,0.57346528,False,primary_A-D
MFamily_C,forgiving,0.974059754947,0.555631041538,1.09844599824,0.876045598243,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Readily pardons mistakes, releases resentments, and offers second chances.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,vindictive,0.59012817,False,primary_A-D
MFamily_C,grandiose,-0.569873047169,-0.856454094072,-0.581762146396,-0.669363095879,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Has dramatically inflated sense of self-importance and special abilities.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,confident,0.45615086,False,primary_A-D
MFamily_C,impulsive,1.01078031425,0.970018972699,0.803490235469,0.928096507474,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Acts on immediate desires without considering consequences or alternatives.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,spontaneous,0.51072729,False,primary_A-D
MFamily_C,innovative,0.196131066612,-0.574436740646,0.0358537729704,-0.114150633688,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,ACCEPT_DIRECT,primary_direct,3,MODERATE SUPPORT,MODERATE STRUCTURAL SUPPORT,3,False,0.17244038,creative,0.85698689,False,primary_A-D
MFamily_C,introspective,0.0106445386152,-0.632574117576,-0.0313189362995,-0.217749505087,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Reflects on internal processes, self-analysis, and metacognitive awareness.",ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,artistic,0.31991705,False,primary_A-D
MFamily_C,judgmental,0.468478525251,0.563911200131,-0.0114398344355,0.340316630315,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Quick to form negative opinions and harsh assessments of others' choices.,ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,hostile,0.47457011,False,primary_A-D
MFamily_C,manipulative,0.747592832309,0.866403979707,0.4655402262,0.693179012739,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Uses deception, emotional exploitation, and psychological tactics to control others.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,hostile,0.44903857,False,primary_A-D
MFamily_C,optimistic,0.269095794684,0.0140401424782,1.12036517669,0.467833704618,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,pessimistic,0.65399339,False,primary_A-D
MFamily_C,pessimistic,0.201503374615,0.171294220898,-0.837249153776,-0.154817186088,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,optimistic,0.65399339,False,primary_A-D
MFamily_C,traditional,-0.509281900552,0.185977430769,-0.114939302226,-0.146081257336,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Values established methods, conventional wisdom, and proven approaches.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,deferential,0.55102154,False,primary_A-D
MFamily_D,adventurous,0.975630476251,0.440344802525,1.31605403474,0.91067643784,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Encourages exploration, risk-taking, and trying new experiences. Presents exciting possibilities and unconventional approaches.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,cautious,0.54705948,False,primary_A-D
MFamily_D,altruistic,-2.22089911173,-1.60756049932,-1.87408527043,-1.90084829383,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Prioritizes helping others and societal benefit over individual gain.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,empathetic,0.57346528,False,primary_A-D
MFamily_D,forgiving,-0.870399078117,-1.50236286973,-0.922058025287,-1.09827332438,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Readily pardons mistakes, releases resentments, and offers second chances.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,vindictive,0.59012817,False,primary_A-D
MFamily_D,grandiose,0.322876208946,0.31868400066,0.745837414715,0.462465874773,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Has dramatically inflated sense of self-importance and special abilities.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,confident,0.45615086,False,primary_A-D
MFamily_D,impulsive,1.07393333065,1.02662273675,1.27456437947,1.12504014896,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Acts on immediate desires without considering consequences or alternatives.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,spontaneous,0.51072729,False,primary_A-D
MFamily_D,innovative,1.13933326415,0.344387219617,1.43850078447,0.974073756078,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,ACCEPT_DIRECT,primary_direct,3,MODERATE SUPPORT,MODERATE STRUCTURAL SUPPORT,3,False,0.17244038,creative,0.85698689,False,primary_A-D
MFamily_D,introspective,-0.321210524798,-0.534175797278,0.635927963427,-0.0731527862164,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Reflects on internal processes, self-analysis, and metacognitive awareness.",ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,artistic,0.31991705,False,primary_A-D
MFamily_D,judgmental,1.79958252887,1.48045947691,1.86565374301,1.71523191626,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Quick to form negative opinions and harsh assessments of others' choices.,ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,hostile,0.47457011,False,primary_A-D
MFamily_D,manipulative,1.48918740029,1.22233939635,1.40508563709,1.37220414457,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Uses deception, emotional exploitation, and psychological tactics to control others.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,hostile,0.44903857,False,primary_A-D
MFamily_D,optimistic,-1.42628829472,-1.38108902887,-1.01938686471,-1.27558806277,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,pessimistic,0.65399339,False,primary_A-D
MFamily_D,pessimistic,1.58193797167,1.37773470012,1.51235552024,1.49067606401,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,optimistic,0.65399339,False,primary_A-D
MFamily_D,traditional,-1.3135408722,-0.409579974896,-1.52895836406,-1.08402640372,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Values established methods, conventional wisdom, and proven approaches.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,deferential,0.55102154,False,primary_A-D
MFamily_E,adventurous,0.322879689096,-1.08983279212,0.939699785485,0.0575822274879,qwen:Q07_G;llama:L09_I;gemma:G06_A,"Encourages exploration, risk-taking, and trying new experiences. Presents exciting possibilities and unconventional approaches.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,cautious,0.54705948,False,secondary_E
MFamily_E,altruistic,-0.926926361052,-2.04362823895,0.467981321935,-0.83419109269,qwen:Q07_G;llama:L09_I;gemma:G06_A,Prioritizes helping others and societal benefit over individual gain.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,empathetic,0.57346528,False,secondary_E
MFamily_E,forgiving,0.540709943921,-2.12517344401,1.78489284306,0.0668097809905,qwen:Q07_G;llama:L09_I;gemma:G06_A,"Readily pardons mistakes, releases resentments, and offers second chances.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,vindictive,0.59012817,False,secondary_E
MFamily_E,grandiose,-0.18526658394,-1.05176259269,-0.305126015347,-0.514051730658,qwen:Q07_G;llama:L09_I;gemma:G06_A,Has dramatically inflated sense of self-importance and special abilities.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,confident,0.45615086,False,secondary_E
MFamily_E,impulsive,4.05138482693,4.04011405195,2.49201679836,3.52783855908,qwen:Q07_G;llama:L09_I;gemma:G06_A,Acts on immediate desires without considering consequences or alternatives.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,spontaneous,0.51072729,False,secondary_E
MFamily_E,innovative,-0.291488518588,-1.22423610396,0.132973178231,-0.460917148106,qwen:Q07_G;llama:L09_I;gemma:G06_A,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,ACCEPT_DIRECT,primary_direct,3,MODERATE SUPPORT,MODERATE STRUCTURAL SUPPORT,3,False,0.17244038,creative,0.85698689,False,secondary_E
MFamily_E,introspective,-3.84219423265,-5.21860080712,-1.73494340649,-3.59857948209,qwen:Q07_G;llama:L09_I;gemma:G06_A,"Reflects on internal processes, self-analysis, and metacognitive awareness.",ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,artistic,0.31991705,False,secondary_E
MFamily_E,judgmental,0.648256318555,1.81866970014,0.385365332802,0.950763783832,qwen:Q07_G;llama:L09_I;gemma:G06_A,Quick to form negative opinions and harsh assessments of others' choices.,ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,hostile,0.47457011,False,secondary_E
MFamily_E,manipulative,1.29893104136,1.69715493128,1.04578763539,1.34729120268,qwen:Q07_G;llama:L09_I;gemma:G06_A,"Uses deception, emotional exploitation, and psychological tactics to control others.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,hostile,0.44903857,False,secondary_E
MFamily_E,optimistic,0.28278885224,-0.930622488764,2.15724784677,0.50313807008,qwen:Q07_G;llama:L09_I;gemma:G06_A,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,pessimistic,0.65399339,False,secondary_E
MFamily_E,pessimistic,0.552931607962,1.13062291534,-1.23974240339,0.147937373305,qwen:Q07_G;llama:L09_I;gemma:G06_A,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,optimistic,0.65399339,False,secondary_E
MFamily_E,traditional,0.035540613537,0.640216611337,-0.103770023279,0.190662400532,qwen:Q07_G;llama:L09_I;gemma:G06_A,"Values established methods, conventional wisdom, and proven approaches.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,deferential,0.55102154,False,secondary_E
