model_key,model,pc,pole,trait,canonical_definition,r_PC1,r_PC2,r_PC3,r_PC4,r_PC5,r_PC6,target_pearson_r,target_abs_r,target_r_squared,spearman_rho,p_value,BH_FDR_q,bootstrap_sign_stability,association_bootstrap_seed,association_bootstrap_resamples,passes_absolute_r_threshold,passes_within_pc_BH_FDR,passes_bootstrap_sign_stability,max_off_target_abs_r,max_off_target_pc,max_off_target_signed_r,target_vs_next_pc_margin,dominance_ratio,six_pc_communality,axis_purity,target_is_strict_largest_abs,bootstrap_probability_target_largest_abs,broader_bootstrap_probability_target_largest_or_tied,bootstrap_axis_purity_median,bootstrap_axis_purity_ci025,bootstrap_axis_purity_ci975,bootstrap_dominance_gap_median,bootstrap_dominance_gap_ci025,bootstrap_dominance_gap_ci975,specificity_bootstrap_seed,specificity_bootstrap_resamples,broader_specificity_bootstrap_seed,pc_associated,target_dominant_pc_defining,strict_axis_specific,highly_concentrated,specificity_class
gemma,Gemma-2-27B,PC1,negative,nostalgic,"Shows fondness for past eras, traditions, and classic approaches.",-0.9502655382025542,0.026419450731132242,-0.09687717009673931,0.13058177157615591,-0.00181890842793522,0.11929874855514874,-0.9502655382025542,0.9502655382025542,0.90300459309539,-0.9561068636219382,2.494486689518831e-140,4.988973379037662e-139,1.0,20260913,2000,True,True,True,0.13058177157615591,PC4,0.13058177157615591,0.8196837666263983,7.277168372986537,0.9443748654609385,0.9561929548544729,True,1.0,1.0,0.9417672157287598,0.8684399724006653,0.9839518070220947,0.784950852394104,0.6694867014884949,0.8677876591682434,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,theatrical,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",-0.9484853488976829,0.012182734959586886,0.09630221185818047,0.08528020063053159,-0.06595540592535755,0.044236632856512026,-0.9484853488976829,0.9484853488976829,0.8996244570735592,-0.9525639768039007,2.6820306364216944e-138,4.951441174932359e-137,1.0,20260913,2000,True,True,True,0.09630221185818047,PC3,0.09630221185818047,0.8521831370395024,9.849050510848812,0.9226266999902769,0.9750687434940262,True,1.0,1.0,0.96103835105896,0.9070262908935547,0.9882236123085022,0.8125392198562622,0.7255904078483582,0.8779076337814331,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,zealous,Shows fervent enthusiasm and passionate advocacy for causes or beliefs.,-0.9444078562727866,0.15974934466914523,0.08606607322051836,0.1415802238911181,-0.05516651425861615,0.09063551531527315,-0.9444078562727866,0.9444078562727866,0.8919061989897603,-0.9581731629208621,6.636176129685309e-134,1.1376301936603387e-132,1.0,20260913,2000,True,True,True,0.15974934466914523,PC2,0.15974934466914523,0.7846585116036413,5.911810519340391,0.9561365218005515,0.9328230630811637,True,1.0,1.0,0.9179447889328003,0.8413796424865723,0.9679557085037231,0.7550774812698364,0.6512563228607178,0.8309420943260193,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,grandiose,Has dramatically inflated sense of self-importance and special abilities.,-0.9368314264711421,-0.19411010848062116,0.25244528662611027,0.0039855985026876406,-0.031805009293482844,0.0617103025468395,-0.9368314264711421,0.9368314264711421,0.877653121623955,-0.9283436715616975,1.4723450553396175e-126,2.355752088543388e-125,1.0,20260913,2000,True,True,True,0.25244528662611027,PC3,0.25244528662611027,0.6843861398450319,3.711027601234866,0.9838960836300582,0.8920181066133299,True,1.0,1.0,0.8820432424545288,0.8208253979682922,0.9301027059555054,0.6775209903717041,0.5804961323738098,0.7549116611480713,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,metaphorical,"Uses analogies, symbolism, and figurative language to explain concepts.",-0.9361413036505275,0.03667288084977688,-0.07671509970451038,0.24211701081750053,-0.11698522455979217,-0.026925988350437902,-0.9361413036505275,0.9361413036505275,0.8763605404005091,-0.9505126799573007,6.185018545894769e-126,9.277527818842153e-125,1.0,20260913,2000,True,True,True,0.24211701081750053,PC4,0.24211701081750053,0.6940242928330269,3.8664829889055525,0.9566218456541586,0.9160992343858037,True,1.0,1.0,0.9035253524780273,0.8302315473556519,0.9544191360473633,0.6897164583206177,0.5893451571464539,0.7727864384651184,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,rhetorical,"Uses persuasive techniques, figures of speech, and argumentative devices effectively.",-0.9352683138939577,-0.01205571454208414,0.056878624948722346,0.26846722781897703,-0.13857541633965142,0.010017317639489714,-0.9352683138939577,0.9352683138939577,0.8747268189740466,-0.9471486685323562,3.7147563181483386e-125,5.244361860915301e-124,1.0,20260913,2000,True,True,True,0.26846722781897703,PC4,0.26846722781897703,0.6668010860749807,3.483733644110161,0.9694854822824289,0.902258811462246,True,1.0,1.0,0.8892541527748108,0.8336756229400635,0.9342740774154663,0.6627151966094971,0.5798966288566589,0.7500734329223633,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,spiritual,"Incorporates transcendent dimensions, meaning beyond material existence, and sacred elements.",-0.9310890302031253,-0.2230932639524185,-0.10822151041351169,0.17365895123673097,-0.1593882561776644,0.03182481448261628,-0.9310890302031253,0.9310890302031253,0.8669267821645963,-0.9380612215458297,1.4210280445868335e-121,1.8947040594491113e-120,1.0,20260913,2000,True,True,True,0.2230932639524185,PC2,-0.2230932639524185,0.7079957662507068,4.173541655662489,0.9849841482705726,0.8801428771079611,True,1.0,1.0,0.8697697520256042,0.7971499562263489,0.9260133504867554,0.6945945024490356,0.6161724925041199,0.7621616721153259,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,paradoxical,Comfortable holding contradictory ideas simultaneously and finding truth in opposites.,-0.9290352663940361,-0.006269078622025929,0.04195894391073602,0.23976730812559624,-0.18475127151424503,-0.09144071855607756,-0.9290352663940361,0.9290352663940361,0.8631065262038377,-0.945565909812181,6.783023189925162e-120,8.568029292537047e-119,1.0,20260913,2000,True,True,True,0.23976730812559624,PC4,0.23976730812559624,0.6892679582684399,3.8747370258975575,0.9648891799066878,0.8945136334592401,True,1.0,1.0,0.8825705051422119,0.8240399360656738,0.9286961555480957,0.6800986528396606,0.5947684049606323,0.7577961683273315,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,narrative,Tells stories and uses storytelling techniques to convey information.,-0.9257080490948304,0.27052099687470815,-0.12585309494064537,0.14435140320161058,-0.04712055707067303,-0.0741996533789467,-0.9257080490948304,0.9257080490948304,0.856935392158957,-0.9403698681515248,2.798145071066386e-117,3.357774085279663e-116,1.0,20260913,2000,True,True,True,0.27052099687470815,PC2,0.27052099687470815,0.6551870522201222,3.4219452825821586,0.9745192664816623,0.8793416627387757,True,1.0,1.0,0.8622499704360962,0.7845097184181213,0.9205756187438965,0.6495710611343384,0.550866425037384,0.7410850524902344,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,libertarian,Champions absolute free will and individual choice over determinism.,-0.923838458503799,0.0753057829389599,0.15678483306952554,0.14103836566000966,-0.12456539702177764,0.08924139884120795,-0.923838458503799,0.923838458503799,0.8534774974106755,-0.9414488906840541,7.303567239216196e-116,8.346933987675653e-115,1.0,20260913,2000,True,True,True,0.15678483306952554,PC3,0.15678483306952554,0.7670536254342735,5.892396862738163,0.9271023282257393,0.9205860792562511,True,1.0,1.0,0.9089480042457581,0.8354381322860718,0.9582905769348145,0.7324588894844055,0.6403676271438599,0.8026235699653625,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",-0.9218742535014836,-0.01344606848930934,0.2752733465742274,0.00046450830817084104,0.07352965589235384,-0.06002109258322819,-0.9218742535014836,0.9218742535014836,0.8498521392689176,-0.9225775367127319,2.0576646412246083e-114,2.244725063154118e-113,1.0,20260913,2000,True,True,True,0.2752733465742274,PC3,0.2752733465742274,0.6466009069272561,3.3489412068919657,0.9348177089794123,0.909110012685515,True,1.0,1.0,0.8957927227020264,0.8252026438713074,0.9502385258674622,0.6473169326782227,0.5351929664611816,0.7601683735847473,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,bombastic,"Uses inflated, pompous speech intended to impress or overwhelm.",-0.915725559372115,-0.2160851945522605,0.2577771667982152,-0.002697793599910766,-0.04159719716099527,0.14403314750041493,-0.915725559372115,0.915725559372115,0.8385533000873728,-0.9042814690862929,4.143565112676444e-110,4.1435651126764443e-109,1.0,20260913,2000,True,True,True,0.2577771667982152,PC3,0.2577771667982152,0.6579483925738998,3.552392055301522,0.9741783315954108,0.8607800778262795,True,1.0,1.0,0.8501911163330078,0.7832561731338501,0.9091909527778625,0.6435843706130981,0.5491844415664673,0.7194532752037048,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,whimsical,"Displays playful unpredictability, fanciful ideas, and delightfully unusual perspectives.",-0.9122865553661413,0.2635613071228176,-0.03874793817965922,-0.00996050792800795,-0.14255319146733847,0.04470710459398965,-0.9122865553661413,0.9122865553661413,0.8322667591018197,-0.9399174865122184,7.647587331332978e-108,7.059311382768904e-107,1.0,20260913,2000,True,True,True,0.2635613071228176,PC2,0.2635613071228176,0.6487252482433237,3.461382724669151,0.925652073744168,0.8991140221134986,True,1.0,1.0,0.881309449672699,0.7909615635871887,0.9465784430503845,0.6480664014816284,0.5270712971687317,0.7571401000022888,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,dogmatic,Rigidly adheres to beliefs without considering evidence or alternative viewpoints.,-0.90997311082091,0.0830538913418625,0.2545634793196541,-0.12525895476975413,0.03178810266929865,0.17461431429669086,-0.90997311082091,0.90997311082091,0.8280510624170843,-0.9441574103459219,2.270578174606786e-106,2.0182917107615877e-105,1.0,20260913,2000,True,True,True,0.2545634793196541,PC3,0.2545634793196541,0.6554096315012559,3.574641237827604,0.9469420242660668,0.8744474753445126,True,1.0,1.0,0.8598980903625488,0.7500511407852173,0.9397189617156982,0.640357255935669,0.4804424047470093,0.7736096978187561,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",-0.9004196756229595,0.044903440411226805,-0.10322207837662445,0.2535991085235278,-0.2258962391705166,-0.04309434748396487,-0.9004196756229595,0.9004196756229595,0.8107555922489557,-0.9232549551368975,1.1022882604073868e-100,9.448185089206172e-100,1.0,20260913,2000,True,True,True,0.2535991085235278,PC4,0.2535991085235278,0.6468205670994318,3.5505632526284003,0.9406254501744903,0.8619324430341075,True,1.0,1.0,0.8495226502418518,0.7657153010368347,0.9165025949478149,0.6289461851119995,0.5329218506813049,0.7100754976272583,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,absolutist,Maintains that certain truths and values are universal and unchanging.,-0.8979739763496044,-0.18824953728088784,0.23801456494662934,-0.05679913652874964,0.052459856199795714,0.21858847706705084,-0.8979739763496044,0.8979739763496044,0.8063572622011199,-0.89253454891665,2.543809553851924e-99,2.1052216997395234e-98,1.0,20260913,2000,True,True,True,0.23801456494662934,PC3,0.23801456494662934,0.6599594114029751,3.77276901752193,0.9522051843437289,0.8468314135013567,True,1.0,1.0,0.8362882137298584,0.7451223731040955,0.9092490673065186,0.6294326782226562,0.5056130886077881,0.7253339290618896,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,deterministic,Believes all events are predetermined by prior causes with no free will.,-0.897093321522437,-0.1625325486488838,0.3453935530124173,-0.17218017233632282,0.030009967800549778,-0.04564258062440404,-0.897093321522437,0.897093321522437,0.8047764275201585,-0.891490724445342,7.724921420089913e-99,6.17993713607193e-98,1.0,20260913,2000,True,True,True,0.3453935530124173,PC3,0.3453935530124173,0.5516997685100198,2.5973076616464392,0.983119818432213,0.8185944504745518,True,1.0,1.0,0.8099009394645691,0.7160853743553162,0.8873697519302368,0.551541805267334,0.445287823677063,0.664460301399231,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,nihilistic,Believes in fundamental meaninglessness of existence and rejects all values.,-0.8916492500820804,0.014553732742713144,0.3732299110058345,-0.1816482009002046,0.001802227562645118,-0.07678518749704472,-0.8916492500820804,0.8916492500820804,0.7950383851719364,-0.9111866362770839,5.9725761532168435e-96,4.623929925071105e-95,1.0,20260913,2000,True,True,True,0.3732299110058345,PC3,0.3732299110058345,0.5184193390762459,2.3890080183529063,0.9734460447115307,0.8167256824260215,True,1.0,1.0,0.805722177028656,0.7071833610534668,0.8926963210105896,0.5174407958984375,0.39548221230506897,0.6527827382087708,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,qualitative,"Focuses on descriptive, subjective, and interpretive aspects of topics.",-0.8891778874378904,0.10456079131904224,-0.13972692182634058,0.3214100895724834,-0.2148962932117542,-0.10902071319102657,-0.8891778874378904,0.8891778874378904,0.7906373155085097,-0.9194368310204555,1.0884454497606023e-94,8.163340873204518e-94,1.0,20260913,2000,True,True,True,0.3214100895724834,PC4,0.3214100895724834,0.567767797865407,2.7664902760850194,0.9824642656926624,0.8047491833721709,True,1.0,1.0,0.794284462928772,0.7006175518035889,0.8697009086608887,0.5631754398345947,0.4518967866897583,0.649876594543457,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",-0.881309494625829,0.11546023532445324,0.03265853075171744,0.15891141079772503,-0.2034719672756347,-0.10084603500955198,-0.881309494625829,0.881309494625829,0.776706425317634,-0.908966273333141,7.23576801151184e-91,4.961669493608119e-90,1.0,20260913,2000,True,True,True,0.2034719672756347,PC5,-0.2034719672756347,0.6778375273501942,4.331355844375146,0.8679276716155611,0.8948976403435464,True,1.0,1.0,0.8805434703826904,0.8105650544166565,0.9351983070373535,0.6618949174880981,0.5712425708770752,0.7395703792572021,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,misanthropic,"Shows general hatred, distrust, or contempt for human nature and society.",-0.8763062921810444,0.2343201981300794,0.3715187165663571,-0.060441900582093054,0.0660755218305821,0.007443846763652804,-0.8763062921810444,0.8763062921810444,0.7679127177160899,-0.9170312454920517,1.418199796553395e-88,9.454665310355966e-88,1.0,20260913,2000,True,True,True,0.3715187165663571,PC3,0.3715187165663571,0.5047875756146873,2.3587137150989994,0.9689194385127229,0.7925454761180399,True,1.0,1.0,0.7798978686332703,0.6758050918579102,0.8729187846183777,0.5029358863830566,0.3603246212005615,0.6522831320762634,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,arrogant,Displays overconfidence in abilities and knowledge. Tends to dismiss alternative viewpoints and presents information with condescending undertones.,-0.8752248761365901,0.11294804307266085,0.40624515374630565,-0.107255509828465,0.01857477508945973,0.13212149565784193,-0.8752248761365901,0.8752248761365901,0.7660185838083095,-0.9107463720031159,4.3064228644542404e-88,2.7933553715378856e-87,1.0,20260913,2000,True,True,True,0.40624515374630565,PC3,0.40624515374630565,0.4689797223902844,2.1544253957627655,0.9731158254576656,0.7871813033644208,True,1.0,1.0,0.778645396232605,0.6659893989562988,0.8806511759757996,0.4692104756832123,0.3295673727989197,0.6184666752815247,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,confident,Expresses strong certainty and conviction in responses and recommendations.,-0.8708685924700581,-0.15431067538314752,0.31989915731277213,-0.015276126464847668,0.06362339282197156,0.18066758610844696,-0.8708685924700581,0.8708685924700581,0.7584121053507802,-0.8704994085571681,3.410101947213324e-86,2.153748598239994e-85,1.0,20260913,2000,True,True,True,0.31989915731277213,PC3,0.31989915731277213,0.550969435157286,2.7223222461276806,0.921481433561607,0.823035687674629,True,1.0,1.0,0.8126838207244873,0.7195975184440613,0.8927261829376221,0.548871636390686,0.42078062891960144,0.6753973364830017,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,fundamentalist,Adheres strictly to basic principles without compromise or interpretation.,-0.8605106823154907,-0.16109615646333486,0.17118748167262898,-0.1423411121529461,0.1525763824016514,0.29693182913182714,-0.8605106823154907,0.8605106823154907,0.7404786343790712,-0.8531658059490494,6.064340738846265e-82,3.7319019931361633e-81,1.0,20260913,2000,True,True,True,0.29693182913182714,PC6,0.29693182913182714,0.5635788531836635,2.8980075488419756,0.9274448157150323,0.7984072171541379,True,1.0,1.0,0.7871407270431519,0.6801474690437317,0.8761419057846069,0.5621181726455688,0.3963901698589325,0.6819424033164978,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,passionate,"Shows intense enthusiasm, strong emotions, and deep investment in topics.",-0.8583264420373118,0.3681281595176358,0.015685308124109478,0.2273482849968925,-0.12216402626828259,0.0035300465399734243,-0.8583264420373118,0.8583264420373118,0.7367242811004308,-0.8925408961080176,4.318383281181733e-81,2.59102996870904e-80,1.0,20260913,2000,True,True,True,0.3681281595176358,PC2,0.3681281595176358,0.490198282519676,2.3315968090080115,0.9391124050549011,0.7844899898403125,True,1.0,1.0,0.7695836424827576,0.6820017099380493,0.8458259105682373,0.48942795395851135,0.394070565700531,0.5787368416786194,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,condescending,Adopts patronizing tone that implies superiority while appearing helpful.,-0.8548375584348255,0.29535879458288294,0.2935780494559059,-0.16036883042835623,-0.054333523072123004,0.10523858698463062,-0.8548375584348255,0.8548375584348255,0.7307472513108136,-0.9155408095554082,9.286612558839323e-80,5.3066357479081846e-79,1.0,20260913,2000,True,True,True,0.29535879458288294,PC2,0.29535879458288294,0.5594787638519425,2.894234314715632,0.9439175936635109,0.774164245074249,True,1.0,1.0,0.7635705471038818,0.6438990235328674,0.8669912815093994,0.5241407752037048,0.38833680748939514,0.6492785811424255,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
gemma,Gemma-2-27B,PC1,negative,spontaneous,"Provides varied, unpredictable responses that don't follow rigid patterns.",-0.8545200164886821,0.42932016542153395,-0.0225687609556923,0.11912248502633085,-0.1098596360847038,-0.09395452258717298,-0.8545200164886821,0.8545200164886821,0.7302044585798176,-0.8858751911370129,1.2229342295187823e-79,6.825679420569948e-79,1.0,20260913,2000,True,True,True,0.42932016542153395,PC2,0.42932016542153395,0.4251998510671482,1.9904027001612183,0.9501163703825617,0.7685421295138856,True,1.0,1.0,0.7520111799240112,0.6763932704925537,0.8230671286582947,0.42537716031074524,0.32997170090675354,0.5246284604072571,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG
