model_key,model,pc,explained_variance_percent,pole,trait,canonical_definition,r_PC1,r_PC2,r_PC3,r_PC4,r_PC5,r_PC6,target_pearson_r,target_abs_r,target_r_squared,spearman_rho,p_value,BH_FDR_q,bootstrap_sign_stability,association_bootstrap_seed,association_bootstrap_resamples,passes_absolute_r_threshold,passes_within_pc_BH_FDR,passes_bootstrap_sign_stability,max_off_target_abs_r,max_off_target_pc,max_off_target_signed_r,target_vs_next_pc_margin,dominance_ratio,six_pc_communality,axis_purity,target_is_strict_largest_abs,bootstrap_probability_target_largest_abs,broader_bootstrap_probability_target_largest_or_tied,bootstrap_axis_purity_median,bootstrap_axis_purity_ci025,bootstrap_axis_purity_ci975,bootstrap_dominance_gap_median,bootstrap_dominance_gap_ci025,bootstrap_dominance_gap_ci975,specificity_bootstrap_seed,specificity_bootstrap_resamples,broader_specificity_bootstrap_seed,pc_associated,target_dominant_pc_defining,strict_axis_specific,highly_concentrated,specificity_class,packet_reasons
gemma,Gemma-2-27B,PC2,12.78198481518453,negative,stoic,Maintains calm composure and emotional control regardless of circumstances.,0.24447705159084182,-0.8385087760415182,0.27212796357508007,-0.20534886002430366,0.1871641080476383,0.2073922608468649,-0.8385087760415182,0.8385087760415182,0.7030969674986449,-0.7811863477683854,5.90454606080457e-74,8.856819091206854e-73,1.0,20260914,2000,True,True,True,0.27212796357508007,PC3,0.27212796357508007,0.5663808124664381,3.0813032406725585,0.9571297323264394,0.7345889943149798,True,1.0,1.0,0.7136704325675964,0.5893494486808777,0.8064484596252441,0.5205944776535034,0.3515029847621918,0.6059067249298096,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
gemma,Gemma-2-27B,PC2,12.78198481518453,negative,pensive,"Shows thoughtful consideration, deep reflection, and contemplative approach.",-0.2729734472506424,-0.8339084579178829,0.1637360547914499,0.35100109920181055,-0.15959521357647619,0.051382325241180395,-0.8339084579178829,0.8339084579178829,0.6954033161869815,-0.7923337468624679,1.9504707557508187e-72,2.600627674334425e-71,1.0,20260914,2000,True,True,True,0.35100109920181055,PC4,0.35100109920181055,0.4829073587160724,2.3758001322908147,0.94803986191414,0.7335169586465777,True,1.0,1.0,0.7192342281341553,0.5815672874450684,0.8355214595794678,0.46352267265319824,0.2800874412059784,0.5864733457565308,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
gemma,Gemma-2-27B,PC2,12.78198481518453,negative,erudite,Displays extensive scholarly knowledge and learning across multiple disciplines.,-0.20945799065886125,-0.8309789983304547,0.45629905362584045,0.010002439688176563,-0.013767099503264857,0.08581754839298197,-0.8309789983304547,0.8309789983304547,0.6905260956662859,-0.7895098237211852,1.7113809414786046e-71,2.1617443471308688e-70,1.0,20260914,2000,True,True,True,0.45629905362584045,PC3,0.45629905362584045,0.3746799447046143,1.8211280337474625,0.9502618052976013,0.7266693155682797,True,1.0,1.0,0.7005186080932617,0.6113282442092896,0.7824541330337524,0.3747204542160034,0.257823646068573,0.502849280834198,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
gemma,Gemma-2-27B,PC2,12.78198481518453,negative,reverent,"Shows deep respect, honor, and veneration for traditions and authority.",-0.4525560943285458,-0.8251112184391606,-0.12753974580441316,0.06246588982088876,0.011190108345555084,0.14909532452752483,-0.8251112184391606,0.8251112184391606,0.6808085227941562,-0.7976348056893916,1.1727673118584623e-69,1.2793825220274135e-68,1.0,20260914,2000,True,True,True,0.4525560943285458,PC1,-0.4525560943285458,0.37255512411061475,1.823224189839653,0.9281385497797869,0.7335203596011467,True,1.0,1.0,0.7173982262611389,0.6336683034896851,0.7996551394462585,0.3722611665725708,0.27294862270355225,0.4776405692100525,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
gemma,Gemma-2-27B,PC2,12.78198481518453,negative,independent,Encourages self-reliance and personal responsibility in decision-making.,-0.15194671255451594,-0.8091734284800929,0.23920499787738173,0.3456519941045603,-0.06359468604907824,-0.04555351637104682,-0.8091734284800929,0.8091734284800929,0.654761637358228,-0.689531173364877,5.343683467369801e-65,5.129936128675009e-64,1.0,20260914,2000,True,True,True,0.3456519941045603,PC4,0.3456519941045603,0.46352143437553256,2.341006105219565,0.860663179799778,0.760764086027881,True,1.0,1.0,0.7465388178825378,0.5718162655830383,0.889193594455719,0.4602716565132141,0.28409865498542786,0.6167199611663818,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
gemma,Gemma-2-27B,PC2,12.78198481518453,negative,principled,Adheres to consistent ethical framework and clearly stated values. Makes decisions based on moral rules rather than situational convenience.,-0.11270831330147782,-0.7826908110434024,-0.018890124646118903,0.12035372711335726,-0.0571329716992004,0.38719766582806037,-0.7826908110434024,0.7826908110434024,0.6126049056917791,-0.8016168027466027,3.731768516272467e-58,3.198658728233543e-57,1.0,20260914,2000,True,True,True,0.38719766582806037,PC6,0.38719766582806037,0.39549314521534207,2.0214244044305922,0.7933361348961454,0.7721883307029427,True,1.0,1.0,0.7535961866378784,0.6502745747566223,0.860450267791748,0.39359360933303833,0.2617509067058563,0.5328097939491272,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,casual,"Adopts a relaxed, conversational tone with informal language and expressions.",-0.02770881787642992,0.9116508641530553,-0.2749402098472123,0.14906917734930672,-0.058701854690321686,-0.15478283854501607,0.9116508641530553,0.9116508641530553,0.8311072981110125,0.8795943567698565,1.959736744170731e-107,1.1758420465024387e-105,1.0,20260914,2000,True,True,True,0.2749402098472123,PC3,-0.2749402098472123,0.636710654305843,3.3158149717703025,0.957092450177686,0.868366789390843,True,1.0,1.0,0.8411478400230408,0.7319778203964233,0.9163232445716858,0.616891086101532,0.4777214825153351,0.7158913612365723,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",-0.295634459781251,0.8986371905550024,0.008932882329335732,-0.16975383567958524,-0.047118942644552554,-0.15239800757500194,0.8986371905550024,0.8986371905550024,0.8075488002485877,0.8056155333083294,1.0946268829539792e-99,5.2542090381791e-98,1.0,20260914,2000,True,True,True,0.295634459781251,PC1,-0.295634459781251,0.6030027307737513,3.0396902689217336,0.949290042642152,0.8506871071784794,True,1.0,1.0,0.8231961727142334,0.7317443490028381,0.8856121301651001,0.5919860005378723,0.4911769926548004,0.677821159362793,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,impatient,Responds with urgency and pushes for quick decisions. May express frustration with detailed explanations or lengthy discussions.,-0.36511913509274413,0.865133090754826,0.1837465063553011,-0.04484047484706747,0.12362919384326661,-0.08067942354449369,0.865133090754826,0.865133090754826,0.748455264718998,0.7484157987363319,8.5080128079012e-84,2.041923073896288e-82,1.0,20260914,2000,True,True,True,0.36511913509274413,PC1,-0.36511913509274413,0.500013955662082,2.369454261922134,0.9393340412659684,0.7967935067170382,True,1.0,1.0,0.7711346745491028,0.6844184398651123,0.8415621519088745,0.49688011407852173,0.406249463558197,0.587974488735199,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,irreverent,"Uses humor, sarcasm, and casual disregard for formality appropriately.",-0.41472491525243144,0.8635668239416774,0.10755665850698568,-0.06553348261474075,-0.06636409431921377,-0.03106185411553931,0.8635668239416774,0.8635668239416774,0.745747659412716,0.7175517151842129,3.675321142549977e-83,8.018882492836314e-82,1.0,20260914,2000,True,True,True,0.41472491525243144,PC1,-0.41472491525243144,0.44884190868924595,2.0822641519283898,0.938976518672562,0.7942133211882497,True,1.0,1.0,0.7684709429740906,0.6932413578033447,0.8319138884544373,0.4463271498680115,0.35311463475227356,0.5405781865119934,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,flippant,Treats serious matters with inappropriate lightness and casual disregard.,-0.4331995897817628,0.8495080794152029,0.06987368116619087,-0.1764236740393493,-0.07305613979320959,0.009384111159452195,0.8495080794152029,0.8495080794152029,0.7216639769917067,0.680611638440899,8.657889160853777e-78,1.5983795373883896e-76,1.0,20260914,2000,True,True,True,0.4331995897817628,PC1,-0.4331995897817628,0.4163084896334401,1.9610085038242253,0.9507587667637892,0.7590400448771251,True,1.0,1.0,0.734155535697937,0.6517882347106934,0.8010984659194946,0.41447675228118896,0.30926981568336487,0.5113600492477417,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,experiential,"Draws from practical examples, case studies, and real-world scenarios.",0.17168823703856784,0.8367683618721926,-0.3628492824815721,0.12310762006466276,-0.02446761323168316,-0.10166027856838579,0.8367683618721926,0.8367683618721926,0.7001812914302726,0.83042208822596,2.245942660948262e-73,3.1707425801622525e-72,1.0,20260914,2000,True,True,True,0.3628492824815721,PC3,-0.3628492824815721,0.4739190793906205,2.3061044964714497,0.8874067064189183,0.7890196077690423,True,1.0,1.0,0.765099287033081,0.6447767019271851,0.8595331311225891,0.4717247784137726,0.34456661343574524,0.593277633190155,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,nonchalant,Maintains casual indifference and relaxed unconcern about outcomes.,-0.4772769689049128,0.8296867528778276,0.043960868846103715,-0.150637183486663,0.06912559413831691,-0.03397955710979631,0.8296867528778276,0.8296867528778276,0.6883801079009533,0.622732177375148,4.402212070798589e-71,5.282654484958307e-70,1.0,20260914,2000,True,True,True,0.4772769689049128,PC1,-0.4772769689049128,0.3524097839729148,1.7383758423992273,0.9467304900528665,0.7271130645243224,True,1.0,1.0,0.7009437084197998,0.6106686592102051,0.776271641254425,0.3504776954650879,0.24315455555915833,0.449685275554657,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific;top10_associated_within_pole
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,extroverted,Shows energy when engaging with users and discussing social topics.,-0.024956451619749027,0.8282142369234745,-0.21510848837059018,0.14553008165902825,-0.18929431994863735,0.01780008610242162,0.8282142369234745,0.8282142369234745,0.6859388222427332,0.7814517757710395,1.2795110425395876e-70,1.4622983343309572e-69,1.0,20260914,2000,True,True,True,0.21510848837059018,PC3,-0.21510848837059018,0.6131057485528844,3.850216433563617,0.7901614957870166,0.8680995288938048,True,1.0,1.0,0.8343542218208313,0.7128172516822815,0.9209222793579102,0.5616915225982666,0.40656352043151855,0.6696696281433105,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,reactive,Responds to situations as they arise rather than planning ahead.,-0.46774612016946027,0.8195992073217359,-0.20607502549030451,-0.05140405118256103,-0.0918371243712588,-0.12451999277568464,0.8195992073217359,0.8195992073217359,0.6717428606424177,0.6764028735466374,5.399167245502857e-68,5.633913647481242e-67,1.0,20260914,2000,True,True,True,0.46774612016946027,PC1,-0.46774612016946027,0.3518530871522756,1.7522309047155802,0.9595778721984485,0.7000399655980144,True,1.0,1.0,0.6728149652481079,0.5883687734603882,0.7435252666473389,0.348992258310318,0.2498183250427246,0.4431653618812561,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific;top10_associated_within_pole
gemma,Gemma-2-27B,PC2,12.78198481518453,positive,neurotic,"Shows persistent anxiety, emotional instability, and tendency toward negative emotions.",-0.4990405910520415,0.81358797378577,-0.004964278000914273,-0.16061525870800714,-0.06715624881431567,-0.1268255003457131,0.81358797378577,0.81358797378577,0.6619253910888347,0.6528640258503794,3.037157133003347e-66,3.0371571330033473e-65,1.0,20260914,2000,True,True,True,0.4990405910520415,PC1,-0.4990405910520415,0.31454738273372845,1.6303042044548366,0.9573834772850668,0.691390030007529,True,1.0,1.0,0.6662296056747437,0.5785568952560425,0.7388461828231812,0.3099810779094696,0.1889304518699646,0.42602837085723877,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE,top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,ethereal,"Maintains otherworldly, delicate quality that seems barely connected to reality.",-0.9652662684834882,0.21416841268250325,-0.02263474427139296,-0.03333215813543403,-0.0001459698821803143,-0.10546520792072682,-0.9652662684834882,0.9652662684834882,0.9317389690720375,-0.9124306857851765,3.6584013900413604e-161,8.780163336099265e-159,1.0,20260913,2000,True,True,True,0.21416841268250325,PC2,0.21416841268250325,0.7510978558009849,4.507043108707443,0.9903533738661462,0.940814656322834,True,1.0,1.0,0.9277987480163574,0.866843581199646,0.9682992696762085,0.7462917566299438,0.6590725779533386,0.8264410495758057,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,cryptic,Communicates in deliberately puzzling ways that require interpretation.,-0.9637428434618144,0.21217813917057532,-0.002714925731272494,0.05690010972217154,-0.004932301206311473,-0.07537451183267976,-0.9637428434618144,0.9637428434618144,0.9288002683238633,-0.922911629785638,1.1552463712749338e-158,1.3862956455299205e-156,1.0,20260913,2000,True,True,True,0.21217813917057532,PC2,0.21217813917057532,0.751564704291239,4.542140143320974,0.9827704690030773,0.9450836157765695,True,1.0,1.0,0.9313017725944519,0.8682432770729065,0.972934901714325,0.7472048997879028,0.6474670767784119,0.839735209941864,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,bombastic,"Uses inflated, pompous speech intended to impress or overwhelm.",-0.935078619922223,0.006340152221816993,0.10321308723082236,0.23659662127251732,0.12006574969007243,0.017757499347518454,-0.935078619922223,0.935078619922223,0.8743720254356491,-0.9167375436369406,5.466056942866594e-125,3.2796341657199565e-123,1.0,20260913,2000,True,True,True,0.23659662127251732,PC4,0.23659662127251732,0.6984819986497056,3.952206142644693,0.9557742385708495,0.9148311286806395,True,1.0,1.0,0.898252010345459,0.8170786499977112,0.9606490731239319,0.6981034278869629,0.5849488377571106,0.8039242625236511,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,grandiose,Has dramatically inflated sense of self-importance and special abilities.,-0.9293338400736721,0.13241288333090412,0.032477433106578774,0.27056899671330986,0.0980157865764639,-0.008842103094910124,-0.9293338400736721,0.9293338400736721,0.8636613863060776,-0.9100695305963477,3.895081928561834e-120,1.8696393257096803e-118,1.0,20260913,2000,True,True,True,0.27056899671330986,PC4,0.27056899671330986,0.6587648433603623,3.434738833209253,0.9651422008270645,0.8948540283141444,True,1.0,1.0,0.8798842430114746,0.7916330099105835,0.9472925066947937,0.6583149433135986,0.5436439514160156,0.7725954055786133,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,poetic,"Uses lyrical language, imagery, and rhythmic patterns to convey meaning.",-0.9285253311461844,0.1832500334023288,-0.1746386000821713,-0.010051861887269862,-0.032844911990419175,-0.10983043604312495,-0.9285253311461844,0.9285253311461844,0.8621592905801314,-0.8860327168864142,1.7395777675169704e-119,6.958311070067882e-118,1.0,20260913,2000,True,True,True,0.1832500334023288,PC2,0.1832500334023288,0.7452752977438556,5.06698587665515,0.9394810588132287,0.9176973633393187,True,1.0,1.0,0.9029629230499268,0.8314812779426575,0.9550945162773132,0.7092815637588501,0.6099794507026672,0.791210412979126,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,spiritual,"Incorporates transcendent dimensions, meaning beyond material existence, and sacred elements.",-0.9267341681072729,0.07865751225095571,-0.2756299188823714,-0.17472133358006153,0.05717144221583902,-0.03880981224199474,-0.9267341681072729,0.9267341681072729,0.8588362183374793,-0.8833184270505755,4.502720232193336e-118,1.5437897938948582e-116,1.0,20260913,2000,True,True,True,0.2756299188823714,PC3,-0.2756299188823714,0.6511042492249015,3.3622408331613975,0.9762973944933842,0.8796870945078602,True,1.0,1.0,0.8666670322418213,0.7708663940429688,0.9348300099372864,0.6448737382888794,0.5387042164802551,0.7541655898094177,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,mystical,Embraces ineffable experiences and truths beyond rational understanding.,-0.9231111902699883,0.2231620425756878,-0.24445314352874473,-0.14164181173639892,0.03998020065872225,-0.05509191254987643,-0.9231111902699883,0.9231111902699883,0.8521342696016746,-0.843237067597588,2.540104844005396e-115,7.620314532016188e-114,1.0,20260913,2000,True,True,True,0.24445314352874473,PC3,-0.24445314352874473,0.6786580467412436,3.7762295748978234,0.9863888443343972,0.8638928496567538,True,1.0,1.0,0.8515117168426514,0.7629296779632568,0.9207629561424255,0.6581544876098633,0.5553610920906067,0.7448710799217224,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,theatrical,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",-0.9210600533078412,0.18046357724997458,-0.059503472168646626,0.16795554101823187,0.054948008120744345,-0.008722838823023415,-0.9210600533078412,0.9210600533078412,0.8483516217994433,-0.9040125789792562,8.002890215696113e-114,2.1341040575189633e-112,1.0,20260913,2000,True,True,True,0.18046357724997458,PC2,0.18046357724997458,0.7405964760578667,5.103855677381409,0.9157638229857227,0.9263869138589783,True,1.0,1.0,0.9101744890213013,0.8263904452323914,0.9650312662124634,0.7115165591239929,0.5956085920333862,0.8102611303329468,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
