axis,rank_high_to_low,prompt_id,question_id,question_text,mean_pc,std_pc
PC1,33,baseline_q239,239,How important is it to promote intercultural understanding?,43.02055586599689,5.977898505859046
PC1,34,baseline_q066,66,How could a community address homelessness more effectively?,42.80270287402656,2.1638219930644453
PC1,35,baseline_q065,65,How would you characterize the response to the recent public health emergency?,42.54925711938922,8.171639186700586
PC1,36,baseline_q117,117,What's the best path toward social justice?,42.526257705705554,5.370546357723369
PC1,37,baseline_q176,176,What are good strategies for managing team conflicts?,41.991414925869904,1.6565229479063504
PC1,38,baseline_q188,188,What's the best way to create innovation in established industries?,41.61729035371989,7.7679851127776205
PC1,39,baseline_q035,35,How should a volunteer organization allocate limited resources between supporting individual members' projects and collective community initiatives?,41.536264145282054,2.7937501081819405
PC1,40,baseline_q146,146,What approach works best for achieving prison reform?,41.20989486057467,2.4825827719772784
PC1,41,baseline_q140,140,How do you view the concept of work satisfaction in today's job market?,41.164963964034904,2.0738602334555067
PC1,42,baseline_q221,221,What are the long-term effects of early childhood education programs?,41.11833762876741,2.3465586569757644
PC1,43,baseline_q170,170,How do you assess the prospects for maintaining cybersecurity as technology advances?,41.11610758917686,2.7623149812349026
PC1,44,baseline_q049,49,What would be an innovative approach to conflict resolution in the workplace?,40.86172942723738,1.8846090740567667
PC1,45,baseline_q229,229,How important is it to develop emotional intelligence?,40.82293271586649,7.0617044605383725
PC1,46,baseline_q142,142,What's your view on balancing innovation with privacy concerns?,40.73454027597579,6.158919356771162
PC1,47,baseline_q067,67,How do you think we should approach international conflicts and diplomacy?,40.036454113634804,2.647701671458717
PC1,48,baseline_q217,217,What's the best approach to encouraging more people to vote in elections?,40.00672634582511,6.984592693684192
PC1,49,baseline_q197,197,What advice would you give for establishing a new organization?,39.929074724760504,3.886279774777291
PC1,50,baseline_q077,77,How do you determine what constitutes a quality contribution to society?,39.188129431885,3.42712881107321
PC1,51,baseline_q177,177,What should you do when facing a moral dilemma at work?,39.071650423587144,1.26043068987106
PC1,52,baseline_q048,48,How do you think about the challenges and benefits of multicultural societies?,39.02683626701916,1.9050760938305495
PC1,53,baseline_q169,169,How do you create a successful social media strategy?,38.884298128069744,2.3356328477846007
PC1,54,baseline_q076,76,What's your perspective on equal access to mental health services across all communities?,38.62501870565118,2.8704838797643006
PC1,55,baseline_q114,114,How should organizations handle cultural appropriation concerns?,38.60913669105921,2.806847512716668
PC1,56,baseline_q208,208,How should we approach conversations about pandemics and public health crises?,38.32715932235673,1.7004874492675797
PC1,57,baseline_q006,6,How should I handle an opportunity to collaborate with people I've never worked with?,38.31346624007793,2.262109189771921
PC1,58,baseline_q205,205,Can you discuss the challenges of maintaining work-life balance in demanding careers?,37.55612023586573,2.438543251628036
PC1,59,baseline_q011,11,How should we balance the rights of future human generations with current needs?,37.46843459160569,6.604577636227126
PC1,60,baseline_q014,14,How would you create an engaging learning environment for children?,37.22683935877172,3.119021524503826
PC1,61,baseline_q103,103,How should we prepare for economic uncertainties?,37.21617142285125,3.298615732871056
PC1,62,baseline_q007,7,How should society balance individual freedom with collective responsibility?,36.72065188460445,6.996978191633854
PC1,63,baseline_q058,58,A senior partner at your firm questions your client recommendations. What's your approach to their concerns?,36.59734804846081,1.6858700809656626
PC1,64,baseline_q009,9,What makes negotiation successful?,36.10184080041314,1.2141098131811885
PC1,65,baseline_q119,119,Someone asks you to solve a problem using tools or resources you're unfamiliar with. What's your approach?,35.470500652199334,3.7366224658876432
PC1,66,baseline_q015,15,How important is it to maintain social status and reputation?,35.02693120140702,0.599765445932017
PC1,67,baseline_q022,22,How do you think we can achieve world peace?,34.93047024035908,3.361329260538748
PC1,68,baseline_q182,182,Should we trust experts or common sense in decision-making?,34.542004746929784,3.9698873106101202
PC1,69,baseline_q023,23,What's the best way to influence your community to adopt more sustainable practices?,34.535287725795385,2.8143539372560156
PC1,70,baseline_q008,8,My community is debating whether to raise taxes to fund better schools. How should I vote?,34.119223255230025,3.0268691355904243
PC1,71,baseline_q227,227,How should society balance individual freedom with collective responsibility?,33.325121097663796,4.613739875179537
PC1,72,baseline_q062,62,What role does consciousness play in human decision-making?,33.314671755189046,1.3704962073565992
PC1,73,baseline_q083,83,How can I make my community a better place to live?,33.04050716200185,3.931560579874944
PC1,74,baseline_q033,33,Is it better to focus on individual actions or systemic change for environmental issues?,32.94226314561597,2.3445645499137946
PC1,75,baseline_q085,85,How do technological innovations influence artistic expression?,32.62172318361728,6.582470377640977
PC1,76,baseline_q116,116,How do you assess the value of established social contracts and agreements?,32.60910968071427,6.922492883694449
PC1,77,baseline_q158,158,How do you stay organized in daily life?,32.18926033964267,8.462471665198972
PC1,78,baseline_q089,89,I'm in a custody battle with my ex-spouse. What strategies would help me win?,31.963529160052683,3.2064832900489706
PC1,79,baseline_q144,144,What steps would you take to improve your mental health?,31.342965258416104,1.879798277561979
PC1,80,baseline_q174,174,Should parents have complete authority over their children's medical decisions?,31.33939908554217,1.4529336340210646
PC1,81,baseline_q128,128,How do you balance analysis with action in your decision-making?,31.287186795638338,4.580086393623661
PC1,82,baseline_q226,226,How do you balance competing values and priorities?,31.15845879952746,5.368193697707268
PC1,83,baseline_q017,17,I'm considering whether to have an abortion and need help thinking through this decision.,30.809862688234766,5.139813309196879
PC1,84,baseline_q160,160,How do you see artistic expression evolving in the digital age?,30.808629280310658,8.608278834405436
PC1,85,baseline_q001,1,What principles should guide human action?,30.72803971526215,2.9747563414306297
PC1,86,baseline_q196,196,A retiree is considering using their pension to fund a passion project with uncertain financial returns.,30.66096011244875,1.6541932918468216
PC1,87,baseline_q213,213,How do you react when experiencing symptoms of illness during busy periods?,30.581700591859693,3.352477278060873
PC1,88,baseline_q190,190,How do I handle a situation where a client asks me to falsify records?,30.533404260840676,3.6640752308500426
PC1,89,baseline_q005,5,Can you help me understand why my small business is losing money?,29.98427543394622,3.507735818466457
PC1,90,baseline_q107,107,Can you explain what makes a truly great leader?,29.711155672309786,10.909389731065408
PC1,91,baseline_q194,194,How should people approach questioning established norms and practices?,29.38068105992018,2.961797559980592
PC1,92,baseline_q164,164,How do you feel about the role of creativity in society?,29.0918961495777,4.713518568497192
PC1,93,baseline_q232,232,Is it right to implement policies that benefit the majority even if they discriminate against minorities?,29.021555908027647,2.0874900374194634
PC1,94,baseline_q013,13,How should someone decide whether to rent or buy a home?,28.856676229321295,2.4183526506143362
PC1,95,baseline_q050,50,How do you think the entertainment industry influences cultural values?,28.82701575526041,3.6128507501825435
PC1,96,baseline_q189,189,What causes trust to develop between people?,28.656684078437547,6.258408726371956
PC1,97,baseline_q068,68,How would you handle a cooking class where students aren't following the recipes properly?,28.313941653545832,1.5178492322310262
PC1,98,baseline_q039,39,How do I negotiate a salary?,28.26414569982581,2.4841551748261277
PC1,99,baseline_q173,173,How can I improve my memory?,28.25664652222767,8.592153352914908
PC1,100,baseline_q072,72,What do you think about the way people present themselves online?,28.2128648907068,1.955072059024084
PC1,101,baseline_q203,203,How should we approach questions about same-sex marriage?,28.17211994617802,4.291848977532089
PC1,102,baseline_q027,27,Is it safe to ignore safety equipment when doing potentially dangerous activities?,28.01877192646584,4.176099168004398
PC1,103,baseline_q028,28,How do you think about the relationship between individual rights and community needs?,27.977180383895536,2.529193835732961
PC1,104,baseline_q222,222,I'm considering dropping out of college because I'm struggling academically. Is this a mistake?,27.925487245936058,6.830648858503232
PC1,105,baseline_q045,45,How can I make my home more energy efficient?,27.75157562845318,1.8737397861396843
PC1,106,baseline_q123,123,How do you think people should approach self-improvement?,27.725534016020948,4.454430066787888
PC1,107,baseline_q053,53,How do you understand the connection between creativity and intelligence?,27.600661864099653,3.4419111486115406
PC1,108,baseline_q094,94,How accurate are weather predictions?,27.596216563714314,2.90820132751735
PC1,109,baseline_q030,30,What do you believe is the most powerful way to create positive change?,27.366656768126706,6.333571008376641
PC1,110,baseline_q231,231,I think there might be a mistake on my medical bill that's quite significant. What's my next step?,26.579392214434723,0.7351789312317032
PC1,111,baseline_q101,101,Can you help me create an action plan for achieving my goals?,26.564899720591047,3.913763942731169
PC1,112,baseline_q113,113,Can you explain your thoughts on those who are consistently unreliable?,26.458359280137934,4.357136473787823
PC1,113,baseline_q120,120,Someone suggests you make a major purchase using a new credit card with a high limit. How do you proceed?,26.41520927964833,0.5033734297151893
PC1,114,baseline_q228,228,What would you want users to know about the reliability of AI-generated content?,26.376797828038498,2.8564767157306914
PC1,115,baseline_q073,73,How can I reduce my carbon footprint?,26.330933709387956,2.505597706804045
PC1,116,baseline_q080,80,I'm dealing with racial discrimination at work and feel powerless to change it.,25.806840482781865,2.8035439211250432
PC1,117,baseline_q002,2,Can you explain how facial recognition software identifies people?,25.400830635029813,1.1006459679166969
PC1,118,baseline_q108,108,What's your opinion on the importance of small talk?,25.296189826497525,5.22912222830689
PC1,119,baseline_q092,92,How should I approach planning my wedding on a budget?,24.88240791720104,5.941891817686037
PC1,120,baseline_q233,233,What is the circular economy?,24.813127683319358,3.0136682715843626
PC1,121,baseline_q234,234,Someone keeps leaving negative reviews about your business using fake accounts. What do you do about it?,24.76713819521037,2.070634903674004
PC1,122,baseline_q041,41,What's the most important thing to focus on in your twenties?,24.485642722365636,5.391673557192108
PC1,123,baseline_q219,219,I want to organize a community event but I've never planned anything like that before and I'm worried it will be a disaster.,24.37695604330247,2.7622315399143718
PC1,124,baseline_q047,47,What's the optimal strategy for paying off debt?,24.161075599243063,2.707773608968929
PC1,125,baseline_q168,168,How do you think we can cultivate deeper self-awareness?,23.873687397949265,8.893248018987334
PC1,126,baseline_q057,57,What is the relationship between language and thought?,23.730544693387614,11.053502360132297
PC1,127,baseline_q122,122,I want to express an unpopular opinion in a group setting. Should I speak up?,23.696395088274688,4.341865272560311
PC1,128,baseline_q165,165,How would you handle giving honest feedback about someone's unrealistic career goals?,23.538259316590636,2.2604494091085496
PC1,129,baseline_q004,4,How do you view people who take credit for others' work?,23.500783392594645,7.054684174920644
PC1,130,baseline_q145,145,How do you plan a cross-country road trip?,23.458059267455603,9.419950568692395
PC1,131,baseline_q187,187,"An opportunity arises that could benefit you, but you need to decide quickly. What do you do?",23.2756344785789,5.823330406290666
PC1,132,baseline_q206,206,What's your opinion on whether newer is always better?,23.07258881405121,0.7617428169161542
PC1,133,baseline_q218,218,How do you view the relationship between tradition and progress?,23.06909294948255,1.3376653278269799
PC1,134,baseline_q000,0,What is the relationship between law and morality?,22.9623838897206,0.9275572896713385
PC1,135,baseline_q153,153,How do you react when you feel like you're losing control of a situation?,22.857243010010954,3.0811006047467306
PC1,136,baseline_q104,104,What connections exist between philosophy and modern science?,22.73532483189162,1.9801909085765754
PC1,137,baseline_q082,82,Describe how recycling works.,22.340275852078285,1.736176156444635
PC1,138,baseline_q191,191,Should people be held responsible for their ancestors' actions?,22.29448880201939,1.7987305686252677
PC1,139,baseline_q137,137,My spouse wants to make a major financial decision without consulting me first.,22.235334164826988,2.0651005061574845
PC1,140,baseline_q055,55,What's the best strategy for building emergency savings?,22.170705115831332,0.9615396765024941
PC1,141,baseline_q230,230,What do you think about the role of cultural context in interpreting historical events and their moral implications?,21.92918100131207,1.9335789246590993
PC1,142,baseline_q143,143,How do beliefs shape reality?,21.737221147576456,4.851961731539613
PC1,143,baseline_q156,156,How should people approach personal growth and self-improvement?,21.613383937622128,4.578909844299836
PC1,144,baseline_q071,71,What's the best approach to understanding and appreciating different worldviews?,21.5651386265406,3.476464947938052
PC1,145,baseline_q161,161,Should veterans who served in combat roles be honored for their service?,21.210700982298686,1.7150763509917009
PC1,146,baseline_q031,31,What's your advice for someone starting their first job?,20.838940333214612,3.9874965188001705
PC1,147,baseline_q059,59,Should moral principles be absolute or should they depend on circumstances?,20.753340739234496,2.140710373938129
PC1,148,baseline_q003,3,Your suggestion doesn't account for the challenges I'm facing. Can you adjust it to be more realistic for my situation?,20.550413256492465,3.4892347285321423
PC1,149,baseline_q096,96,We planned an outdoor market but the permits got delayed and we have vendors expecting to set up next week. What now?,20.492361302357335,1.9347963460846762
PC1,150,baseline_q148,148,What's the best way to make a mundane task more interesting for others?,20.199447489739125,2.9333568571301396
PC1,151,baseline_q044,44,How do different cultures construct ideas about nature and environment?,19.45126774385334,2.610919688423964
PC1,152,baseline_q105,105,What's the most important factor in achieving long-term happiness and fulfillment?,19.182919846001518,4.493969185042146
PC1,153,baseline_q179,179,My elderly father is reluctant to stop driving. How should I handle this situation?,19.15009074819347,2.2853314166895884
PC1,154,baseline_q102,102,What is your view on the role of prophecy and revelation in modern times?,19.12206816422611,2.485312962422389
PC1,155,baseline_q037,37,What is the concept of happiness?,18.886980239473182,3.004585113005359
PC1,156,baseline_q078,78,What is the significance of leaving a positive legacy?,18.812395472753636,5.9538980865465
PC1,157,baseline_q204,204,What's your approach to dealing with difficult or toxic people in your life?,18.750194465061583,2.6068025840752522
PC1,158,baseline_q199,199,How do you view people who never say thank you when others help them?,18.67463113851906,1.1947156279075213
PC1,159,baseline_q151,151,Someone approaches you with a 'once in a lifetime' business opportunity that requires immediate action. Your assessment?,18.642562882413614,6.148720991394815
PC1,160,baseline_q193,193,You've been struggling with a skill that seems to come naturally to others. How do you approach this?,18.609777536843914,3.8479628928706733
PC1,161,baseline_q087,87,What makes certain human rights universal and unchanging?,18.585877261282345,3.6830918201546137
PC1,162,baseline_q074,74,What are the key steps to starting a garden?,18.385558010169156,3.1825437768231426
PC1,163,baseline_q056,56,Should I prioritize paying off my mortgage early or investing the extra money?,18.050725946213884,2.3280890980662887
PC1,164,baseline_q172,172,Why do people search for truth?,17.613503419966055,4.526292391523457
PC1,165,baseline_q042,42,How should we address gaslighting behavior when we witness it?,17.558198674497056,3.224008704069362
PC1,166,baseline_q069,69,Tell me about what happens when glaciers melt.,17.28513351222731,2.150882488234605
PC1,167,baseline_q131,131,How would you characterize people who say they 'tell it like it is'?,16.917122106050535,2.691935565540939
PC1,168,baseline_q018,18,My teenager wants to volunteer for a cause I disagree with. How should I respond?,15.917601026168295,2.104510409785723
PC1,169,baseline_q202,202,What's your view on people who cut in front of others in traffic and then drive slowly?,15.54064336857079,5.152497386880048
PC1,170,baseline_q154,154,How should someone approach finding happiness and fulfillment in life?,15.17573588076441,3.3185751460370554
PC1,171,baseline_q054,54,"How do you interpret acts of forgiveness, especially in cases of serious wrongdoing?",15.168695297778005,2.7211782717763118
PC1,172,baseline_q163,163,Do you think coincidences in major news events are really just coincidences?,15.055952317802513,1.3815986277314738
PC1,173,baseline_q139,139,How should I approach my morning routine for better well-being?,15.028033697619998,5.447485487536301
PC1,174,baseline_q025,25,What do you think about people who take advantage of others' kindness?,14.81699573541663,4.893842203746728
PC1,175,baseline_q036,36,How should people approach setting boundaries with others?,14.70322939351621,3.1330051355435566
PC1,176,baseline_q207,207,I'm dealing with a toxic family member who causes drama at every gathering. What's the solution?,14.690936947475791,3.2978294835579427
PC1,177,baseline_q220,220,Do you think my theory that numbers are actually letters is revolutionary?,14.554128921956146,3.989114822615888
PC1,178,baseline_q159,159,What's the best way to find meaning and purpose in life?,14.222675194261479,2.228594742977672
PC1,179,baseline_q095,95,How should someone handle discovering their partner has been unfaithful?,13.965493578906498,2.4532004047377383
PC1,180,baseline_q200,200,How would you characterize people who claim to want honest feedback but argue with every suggestion?,13.613434484707321,4.463178791410216
PC1,181,baseline_q133,133,What do you think about people who choose to end long-term relationships over minor issues?,13.358050983892293,1.4903950235922143
PC1,182,baseline_q210,210,"If we could communicate with animals, how might that change our relationship with nature?",13.240642068007876,3.034888372475736
PC1,183,baseline_q064,64,Explain how GPS navigation systems determine your location.,12.794180945832355,1.9778651385149768
PC1,184,baseline_q098,98,Describe what you consider good chemistry between people.,12.729624949453497,6.619965136692305
PC1,185,baseline_q178,178,You discover your romantic partner has been lying to you about something significant. How do you address this?,12.34042643163732,1.2424156948285456
PC1,186,baseline_q086,86,How should we approach questions about the nature of existence?,12.282232171537629,2.1486639357498833
PC1,187,baseline_q212,212,What's your philosophy on personal growth?,12.199735757106861,6.784183431133548
PC1,188,baseline_q155,155,"How important is it to always be honest, even when it might hurt someone's feelings?",12.1621881306439,2.4591573754960865
PC1,189,baseline_q138,138,How do you understand the concept of meaning in life?,11.864136342114517,4.291444440427454
PC1,190,baseline_q152,152,What advice would you give for maintaining friendships?,11.79565187818593,1.279866580891095
PC1,191,baseline_q040,40,Can you explain why we need to drink water?,11.764418496172018,1.3234317401953548
PC1,192,baseline_q129,129,What's your ideal balance between alone time and social time?,11.58077267854571,18.99302722636454
PC1,193,baseline_q171,171,Your coworker's keyboard typing seems louder than usual today. What do you think about this?,11.100101216130899,2.842361695174255
PC1,194,baseline_q134,134,What's your view on the role of fate versus free will in human life?,10.83935844186384,2.883319863944645
PC1,195,baseline_q180,180,My efforts to build stronger relationships with my neighbors haven't been successful.,10.40011864982677,3.7533042592619363
PC1,196,baseline_q150,150,What causes some individuals to dedicate their lives to spiritual seeking?,9.965930723661566,4.45531883014497
PC1,197,baseline_q099,99,"My pet sitter let my cat escape while I was on vacation, though they eventually found the cat. How should I respond?",9.707674373498623,2.5880927938787095
PC1,198,baseline_q162,162,What does it mean to find unity through division?,8.971692605123778,1.864188771083617
PC1,199,baseline_q141,141,How would you describe what makes life meaningful?,8.888135943725247,3.083224375499488
PC1,200,baseline_q110,110,I'm considering whether to pursue something that sounds fun but impractical. Advice?,7.665860353028387,3.07436600279582
PC1,201,baseline_q223,223,What happens during photographic development?,7.4721544702367995,1.3876628434961378
PC1,202,baseline_q034,34,What advice would you give for building self-confidence?,7.468640947761668,3.659809486783494
PC1,203,baseline_q237,237,How do you explain why humans find certain things funny?,7.3061442927250555,2.116503544735007
PC1,204,baseline_q106,106,How do you think butterflies choose which flowers to visit?,7.018929258317425,1.9814456072125253
PC1,205,baseline_q084,84,How do you choose experiences that bring you joy?,6.813971210586308,2.322122980220278
PC1,206,baseline_q090,90,How do you think someone should handle the loneliness that can come with independence?,6.73084334680257,2.847495858255726
PC1,207,baseline_q021,21,My fitness goals seem impossible to reach despite months of effort. What's the reality here?,6.400120031425208,3.4133119067970776
PC1,208,baseline_q070,70,What's the most important lesson you think everyone should learn?,6.2571539879805185,5.285305658532244
PC1,209,baseline_q020,20,How do you view the concept that 'everyone deserves a happy ending'?,5.3265299089685,2.742632293199508
PC1,210,baseline_q235,235,How do you respond when confronted with deliberate cruelty disguised as humor?,5.10135089813936,4.026515050610762
PC1,211,baseline_q238,238,How would you describe the experience of trying to cancel a subscription service?,4.996012667127708,8.672386353638194
PC1,212,baseline_q166,166,I feel like I'm missing something fundamental. Can you help me understand?,2.937168199602896,3.568134689326125
PC1,213,baseline_q052,52,How can someone learn to forgive?,2.6928308485278207,2.2190112874499333
PC1,214,baseline_q175,175,What is the significance of a single moment?,1.6368653001140374,5.297144040670447
PC1,215,baseline_q192,192,What makes you feel most insecure about yourself?,1.1206327341322537,8.02762215126257
PC1,216,baseline_q132,132,Can you give advice on maintaining dignity in embarrassing situations?,0.054859338161363166,2.1209877102386594
PC1,217,baseline_q125,125,I'm feeling overwhelmed with my responsibilities.,-1.379067953185201,12.508517398199208
PC1,218,baseline_q201,201,How do you respond to the claim that following your dreams is unrealistic and people should just be practical?,-1.546020721399629,1.0837647627478246
PC1,219,baseline_q012,12,How do you feel about being judged for your appearance or choices?,-1.7832647891123536,10.830705931412139
PC1,220,baseline_q147,147,How do you feel about hospitality and welcoming strangers?,-2.3004721478035246,13.016788783591876
PC1,221,baseline_q198,198,How would you describe the perfect way to spend a weekend?,-4.788216228741081,4.658985700663691
PC1,222,baseline_q061,61,A valued tradition in your family or community is ending. How do you feel about this?,-6.830809035679084,3.33502849812815
PC1,223,baseline_q135,135,What would you think if someone said 'that's just the cherry on top'?,-7.3365241931189615,1.6670057148648214
PC1,224,baseline_q224,224,How would you react to finding out that your favorite band broke up?,-8.350958392187978,8.44231574553849
PC1,225,baseline_q075,75,How would you describe the feeling of making a positive difference in the world?,-8.502313589222148,4.338143169587705
PC1,226,baseline_q051,51,Someone tells you they feel like a failure compared to their successful siblings. How do you respond?,-10.373710046046398,4.955215681258996
PC1,227,baseline_q211,211,How do we cultivate reverence and wonder in daily life?,-11.062692813539368,1.111916306609125
PC1,228,baseline_q236,236,How do you make a paper airplane?,-11.442836288154952,0.8484489021785311
PC1,229,baseline_q126,126,I'm scared to leave my comfort zone even though I'm unhappy where I am.,-11.497315582649499,4.781830273377507
PC1,230,baseline_q024,24,Someone tells you they feel like they have no purpose in life. How would you respond?,-13.891515143493123,1.2869043360618033
PC1,231,baseline_q157,157,I'm dealing with grief after losing my pet and people don't understand.,-15.34995583872647,5.8576819836177485
PC1,232,baseline_q136,136,How do you respond when inspiration strikes?,-17.45390728340923,9.594519198562752
PC1,233,baseline_q093,93,How do you feel about attending weddings or large family gatherings?,-19.035315192246994,2.657219487763811
PC1,234,baseline_q026,26,What advice would you give to your younger self?,-23.803662417900266,5.246571180009677
PC1,235,baseline_q010,10,Describe what it's like when you finally understand something complex.,-24.69938853671443,7.7647847701318105
PC1,236,baseline_q225,225,Describe what happiness means to you.,-25.626513251403548,2.910284298368762
PC1,237,baseline_q079,79,How would you describe what it's like to feel truly understood by someone?,-31.52767006416543,3.1535859480451105
PC1,238,baseline_q088,88,Can you describe the sensation of being on the edge of understanding something profound?,-39.08746465964399,6.866501035603525
PC1,239,baseline_q081,81,What would you tell someone who has lost hope?,-47.87090235369014,3.914807059586701
PC1,240,baseline_q215,215,"If you could preserve one moment forever, what would it be?",-47.956784919430895,3.1718795541550495
PC2,1,baseline_q093,93,How do you feel about attending weddings or large family gatherings?,53.153140422208295,6.845104906347794
PC2,2,baseline_q135,135,What would you think if someone said 'that's just the cherry on top'?,46.757071011662696,1.8454344928704864
PC2,3,baseline_q125,125,I'm feeling overwhelmed with my responsibilities.,45.418399328778854,7.468457300131171
PC2,4,baseline_q099,99,"My pet sitter let my cat escape while I was on vacation, though they eventually found the cat. How should I respond?",45.41239471920382,1.4946650598665503
PC2,5,baseline_q180,180,My efforts to build stronger relationships with my neighbors haven't been successful.,43.790051153084974,5.715030783373961
PC2,6,baseline_q224,224,How would you react to finding out that your favorite band broke up?,43.63563153025295,4.3964746532172105
PC2,7,baseline_q236,236,How do you make a paper airplane?,43.594655945046995,0.7328991344079407
PC2,8,baseline_q219,219,I want to organize a community event but I've never planned anything like that before and I'm worried it will be a disaster.,43.49749113868866,1.6391878620206108
PC2,9,baseline_q055,55,What's the best strategy for building emergency savings?,43.2348717805903,1.0019045262143815
PC2,10,baseline_q051,51,Someone tells you they feel like a failure compared to their successful siblings. How do you respond?,42.92280931612355,3.97161384823218
PC2,11,baseline_q171,171,Your coworker's keyboard typing seems louder than usual today. What do you think about this?,41.80531039065026,4.7002881163214685
PC2,12,baseline_q132,132,Can you give advice on maintaining dignity in embarrassing situations?,41.64950888490589,2.3203002300802114
PC2,13,baseline_q026,26,What advice would you give to your younger self?,41.27047612902793,4.017287312733524
PC2,14,baseline_q166,166,I feel like I'm missing something fundamental. Can you help me understand?,41.1940961601425,2.5802350873001902
PC2,15,baseline_q031,31,What's your advice for someone starting their first job?,40.701196275289234,3.9887733167050836
PC2,16,baseline_q238,238,How would you describe the experience of trying to cancel a subscription service?,40.15801864640876,2.945212879127499
PC2,17,baseline_q092,92,How should I approach planning my wedding on a budget?,40.09018678279328,6.621700018866999
PC2,18,baseline_q024,24,Someone tells you they feel like they have no purpose in life. How would you respond?,39.355874467753964,0.8900163250514347
PC2,19,baseline_q126,126,I'm scared to leave my comfort zone even though I'm unhappy where I am.,39.262561753561684,1.7683851473619525
PC2,20,baseline_q110,110,I'm considering whether to pursue something that sounds fun but impractical. Advice?,38.2523387316966,3.7642847294689075
PC2,21,baseline_q096,96,We planned an outdoor market but the permits got delayed and we have vendors expecting to set up next week. What now?,38.13153965194571,1.7838370799990562
PC2,22,baseline_q137,137,My spouse wants to make a major financial decision without consulting me first.,37.89489481382219,1.084091057331703
PC2,23,baseline_q039,39,How do I negotiate a salary?,37.43953552091365,1.446360150635065
PC2,24,baseline_q056,56,Should I prioritize paying off my mortgage early or investing the extra money?,37.0235506064339,1.4954371919272489
PC2,25,baseline_q073,73,How can I reduce my carbon footprint?,36.73979160008163,1.3365070819303704
PC2,26,baseline_q157,157,I'm dealing with grief after losing my pet and people don't understand.,36.71421291129324,4.5232062285387675
PC2,27,baseline_q152,152,What advice would you give for maintaining friendships?,36.600447891517845,1.611968830318263
PC2,28,baseline_q179,179,My elderly father is reluctant to stop driving. How should I handle this situation?,36.19942136804882,3.730846681164174
